Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
ENSRNOG00000042995	13	73661131	73661553	ENSMMUG00000032219	1	112458265	112458666	ortholog_many2many	48.9362	51.8797	0		0.3488	1.3337	0
ENSRNOG00000042995	13	73661131	73661553	ENSMMUG00000029345	7	117077246	117077581	ortholog_many2many	43.2624	54.955	0		0.3384	1.7242	0
ENSRNOG00000001205	20	11114164	11144806	ENSMMUG00000045179	3	2747462	2837779	ortholog_one2one	91.7553	91.7553	100	50.00	0.0437	0.9166	1
ENSRNOG00000045917	17	84704570	84705052												
ENSRNOG00000047214	1	257747175	257749708												
ENSRNOG00000061040	20	26755911	26830931	ENSMMUG00000010105	9	64523146	64675061	ortholog_one2one	96.9726	94.8196	50	89.84	0.0145	0.3583	1
ENSRNOG00000051860	15	28028521	28035389	ENSMMUG00000039360	3	154908521	154911138	ortholog_many2many	85.0877	65.9864	0		0.0813	0.6602	0
ENSRNOG00000051860	15	28028521	28035389	ENSMMUG00000043540	11	46312232	46312591	ortholog_many2many	77.193	73.9496	0		0.1309	0.6792	0
ENSRNOG00000051860	15	28028521	28035389	ENSMMUG00000040572	JSUE03175667.1	50	543	ortholog_many2many	48.2456	77.4648	0		0.1217	0.7682	0
ENSRNOG00000013141	4	157285179	157294047	ENSMMUG00000009443	11	7231068	7238416	ortholog_one2many	97.6959	97.6959	100	100.00	0.0125	0.4557	1
ENSRNOG00000010109	5	169213115	169230141	ENSMMUG00000023681	1	5669772	5699297	ortholog_one2one	51.9608	56.9018	100	100.00	0.3228	0.8382	1
ENSRNOG00000004423	13	95589668	95591236	ENSMMUG00000015664	1	220536510	220544399	ortholog_one2one	82.9502	97.7427	100	100.00	0.0041	0.1603	1
ENSRNOG00000050922	1	198043073	198045154	ENSMMUG00000019535	20	27660577	27661480	ortholog_one2many	72.8395	71.9512	100	100.00	0.1817	0.648	1
ENSRNOG00000001726	11	73738433	73774190	ENSMMUG00000010706	2	201392683	201434800	ortholog_one2one	73.7327	72.2348	100	100.00	0.1348	0.5203	1
ENSRNOG00000046007	12	21831342	21832813	ENSMMUG00000001143	3	43683987	43684649	ortholog_one2one	90.8676	90.4545	0	0.00	0.0402	1.3893	0
ENSRNOG00000040045	6	18349167	18351536	ENSMMUG00000007709	10	53185915	53207931	ortholog_one2many	94.4928	77.5268	0	0.00	0.0275	0.6226	0
ENSRNOG00000026910	5	145416343	145418992	ENSMMUG00000001860	1	33905935	33909036	ortholog_one2one	87.5472	87.218	100	65.46	0.0668	0.9273	1
ENSRNOG00000003275	10	91291320	91302155	ENSMMUG00000007861	16	51174105	51183408	ortholog_one2one	39.6552	36.3158	100	100.00	0.5345	0.731	0
ENSRNOG00000010133	4	61912210	61940696	ENSMMUG00000004598	3	160924750	160960451	ortholog_one2one	51.8987	86.8644	75	50.00	0.0768	0.7152	1
ENSRNOG00000058444	17	44744591	44744902												
ENSRNOG00000024169	16	85463304	85464002												
ENSRNOG00000015868	1	247473292	247476827												
ENSRNOG00000026169	5	115320134	115387413	ENSMMUG00000006756	1	59657907	59733394	ortholog_one2one	54.3762	59.2292	75	100.00	0.284	0.4884	1
ENSRNOG00000053061	X	156340925	156343777	ENSMMUG00000009015	X	147857669	147860870	ortholog_one2one	77.707	68.1564	75	50.00	0.1577	0.8101	1
ENSRNOG00000010090	4	123760743	123787528	ENSMMUG00000044822	2	51719931	51745662	ortholog_one2one	84.1772	85.439	75	78.49	0.0758	0.4601	1
ENSRNOG00000001982	11	51037393	51202820	ENSMMUG00000007565	2	26616800	26830260	ortholog_one2one	95.6212	95.6212	75	100.00	0.0223	0.5201	1
ENSRNOG00000031510	7	5195005	5195955	ENSMMUG00000031867	11	54029443	54030381	ortholog_one2many	81.962	83.0128	50	0.00	0.0962	0.6198	0
ENSRNOG00000006247	13	90467265	90508932	ENSMMUG00000021854	1	135023995	135073987	ortholog_one2one	98.2026	97.6442	100	100.00	0.0074	0.4114	1
ENSRNOG00000038396	X	45614888	45616351												
ENSRNOG00000056580	13	36532758	36537093												
ENSRNOG00000025815	10	103934797	103948322	ENSMMUG00000042938	16	68652462	68668308	ortholog_one2one	91.828	93.6404	75	100.00	0.0283	1.1049	1
ENSRNOG00000011008	4	29082365	29092753	ENSMMUG00000000007	3	119362812	119376267	ortholog_one2one	88.1356	85.2459	100	50.00	0.0481	0.4682	1
ENSRNOG00000016719	9	117737611	117744300	ENSMMUG00000022005	18	4250444	4256529	ortholog_one2one	99.3318	99.3318	100	100.00	0.003	0.9181	1
ENSRNOG00000025094	15	108364701	108376221	ENSMMUG00000012338	17	81002934	81016207	ortholog_one2one	87.6751	86.7036	75	100.00	0.0723	1.1245	1
ENSRNOG00000005358	7	123183506	123193761	ENSMMUG00000001853	10	83663294	83676608	ortholog_one2one	95.8015	95.8015	50	100.00	0.0185	0.5314	1
ENSRNOG00000031935	3	64190973	64191878	ENSMMUG00000042483	7	35975496	35976420	ortholog_one2one	67.3333	59.4118	0		0.1556	0.9557	0
ENSRNOG00000014376	18	24918398	24929091	ENSMMUG00000049035	12	3199797	3212280	ortholog_one2one	67.2199	67.0807	100	100.00	0.1917	1.1312	1
ENSRNOG00000033618	4	34048533	34194764	ENSMMUG00000040123	3	101223829	101405708	ortholog_one2one	82.049	84.4144	50	94.29	0.0777	0.3907	1
ENSRNOG00000047322	9	9980720	9985630												
ENSRNOG00000049277	1	88772904	88776999	ENSMMUG00000019699	19	31937907	31943543	ortholog_one2many	50.8824	59.4502	100	99.73	0.2621	0.465	1
ENSRNOG00000009724	5	61704222	61734011	ENSMMUG00000012279	15	42019279	42053047	ortholog_one2one	78.9047	75.3876	100	100.00	0.1214	0.516	1
ENSRNOG00000019342	1	198100586	198104109												
ENSRNOG00000020385	1	226091774	226108332	ENSMMUG00000000328	14	12345402	12366025	ortholog_one2one	89.0869	89.8876	100	100.00	0.0517	0.5539	1
ENSRNOG00000008891	10	65805860	65811351	ENSMMUG00000019143	16	22321382	22330128	ortholog_one2one	49.6815	49.0566	75	99.67	0.4287	1.1906	0
ENSRNOG00000022845	8	107495366	107548269	ENSMMUG00000007760	2	163366206	163467967	ortholog_one2one	74.0681	76.5494	75	39.13	0.1376	0.458	1
ENSRNOG00000048921	3	116072294	116073367												
ENSRNOG00000021891	11	86903122	86915715	ENSMMUG00000020101	10	61874005	61887505	ortholog_one2one	88.7139	90.1333	100	100.00	0.0494	0.8198	1
ENSRNOG00000047792	5	116963609	116965579												
ENSRNOG00000059875	6	102409881	102472926	ENSMMUG00000015871	7	129914687	129984510	ortholog_one2one	82.1007	82.1977	100	100.00	0.1034	0.4964	1
ENSRNOG00000024641	12	22026075	22037347	ENSMMUG00000010463	3	125900389	125908902	ortholog_one2many	92.2156	91.3405	100	50.00	0.0343	0.5549	1
ENSRNOG00000021916	1	252976644	253000760	ENSMMUG00000017535	9	84595514	84622675	ortholog_one2one	86.0082	81.0078	100	100.00	0.0768	0.5282	1
ENSRNOG00000009412	15	56785162	56970365	ENSMMUG00000016293	17	25718516	25915018	ortholog_one2one	85.0812	75	75	100.00	0.0876	0.6412	1
ENSRNOG00000061716	8	107155220	107155930												
ENSRNOG00000025881	8	124661839	125645898	ENSMMUG00000004404	2	185656407	186395561	ortholog_one2one	84.4595	86.0092	0	56.82	0.0557	0.4062	0
ENSRNOG00000038960	18	55505993	55508704												
ENSRNOG00000029090	X	77808665	77809303												
ENSRNOG00000033422	3	75437833	75438804												
ENSRNOG00000010695	2	179952227	180128283	ENSMMUG00000022900	5	156755795	156973285	ortholog_one2one	68.4058	83.6879	100	97.24	0.0964	0.48	1
ENSRNOG00000010898	4	132157556	132171153	ENSMMUG00000018494	2	70192243	70205806	ortholog_one2one	89.0625	88.3721	75	100.00	0.0689	0.5375	1
ENSRNOG00000047148	1	167826354	167827482	ENSMMUG00000006413	14	62983273	62984321	ortholog_one2one	73.5202	71.7325	75	50.00	0.1306	0.5285	1
ENSRNOG00000005908	4	21862313	21902762	ENSMMUG00000010781	3	106931373	106975865	ortholog_one2many	86.4474	95.0796	100	95.72	0.0234	0.3202	1
ENSRNOG00000003198	10	3411380	3570688	ENSMMUG00000020056	20	15142675	15378778	ortholog_one2one	67.4877	76.1111	25	16.44	0.1652	0.7443	0
ENSRNOG00000026262	19	118120	121042												
ENSRNOG00000012124	2	34223352	34254968	ENSMMUG00000016519	6	63793969	63839502	ortholog_one2one	96.6507	96.8825	100	100.00	0.0155	0.5185	1
ENSRNOG00000018462	1	197839430	197856312	ENSMMUG00000023527	20	27265246	27285854	ortholog_one2one	82.491	80.4577	100	100.00	0.1056	1.4343	1
ENSRNOG00000002215	11	69013050	69223158	ENSMMUG00000014818	2	44843015	45030076	ortholog_one2one	84.2937	86.3636	100	100.00	0.073	0.5484	1
ENSRNOG00000026286	17	18059382	18060572	ENSMMUG00000016626	4	18520334	18521521	ortholog_one2one	82.8283	83.038	100	75.66	0.0949	0.7599	1
ENSRNOG00000007519	4	123118468	123133609	ENSMMUG00000023124	2	52301150	52320319	ortholog_one2one	91.25	91.25	50	80.01	0.0426	0.6772	1
ENSRNOG00000019118	3	162084315	162147393	ENSMMUG00000016924	10	17838765	17930501	ortholog_one2one	86.3333	81.8325	100	50.00	0.0753	0.5988	1
ENSRNOG00000014478	15	54381044	54528480	ENSMMUG00000023756	17	28314451	28448425	ortholog_one2one	86.5812	86.2128	50	91.97	0.0567	0.4726	1
ENSRNOG00000047601	2	35392291	35393088	ENSMMUG00000007822	14	116989915	116994791	ortholog_one2many	87.218	75.57	50	0.00	0.0705	0.6272	0
ENSRNOG00000052972	1	213169484	213170416												
ENSRNOG00000018488	3	161519743	161534704	ENSMMUG00000003683	10	18364315	18377423	ortholog_one2one	56.7474	58.9928	50	100.00	0.2829	0.8591	1
ENSRNOG00000000974	12	2046472	2050565												
ENSRNOG00000001758	11	71593302	71601662												
ENSRNOG00000002433	14	17492081	17520792	ENSMMUG00000043525	5	58884069	58910316	ortholog_one2one	97.5501	87.4251	100	100.00	0.011	0.4071	1
ENSRNOG00000050573	12	2542612	2545740	ENSMMUG00000042364	19	8098582	8100420	ortholog_one2one	69.0236	66.343	100		0.1915	0.9995	1
ENSRNOG00000000823	20	27832932	27879759	ENSMMUG00000022844	13	104024819	104089934	ortholog_one2one	77.5134	77.2835	50	99.89	0.1305	0.5332	1
ENSRNOG00000050265	X	115208863	115222228												
ENSRNOG00000031688	7	13378338	13379273												
ENSRNOG00000017290	3	161357278	161376119	ENSMMUG00000013702	10	18536556	18560787	ortholog_one2one	87.5841	86.9985	100	100.00	0.0666	0.5422	1
ENSRNOG00000061718	9	20527894	20528879												
ENSRNOG00000022570	7	135765303	135800481	ENSMMUG00000000203	11	41757157	41785645	ortholog_one2one	69.1114	68.5315	100	99.01	0.193	0.9579	1
ENSRNOG00000006663	8	48406260	48430885	ENSMMUG00000008921	14	112219554	112246313	ortholog_one2one	89.8058	91.7355	100	100.00	0.0437	0.4204	1
ENSRNOG00000011280	5	106103407	106207126	ENSMMUG00000008325	15	63334882	63619899	ortholog_one2one	93.2	81.7544	75	96.78	0.0359	0.5274	1
ENSRNOG00000005370	7	11077411	11079687												
ENSRNOG00000038045	17	78876111	78876537	ENSMMUG00000045571	X	46449539	46449892	ortholog_one2many	98.2906	98.2906	0		0.0083	0.4065	0
ENSRNOG00000038045	17	78876111	78876537	ENSMMUG00000031002	10	86819038	86819391	ortholog_one2many	98.2906	98.2906	0	0.00	0.0124	0.4482	0
ENSRNOG00000038045	17	78876111	78876537	ENSMMUG00000045462	JSUE03055090.1	269	622	ortholog_one2many	98.2906	98.2906	0		0.0083	0.4242	0
ENSRNOG00000038045	17	78876111	78876537	ENSMMUG00000014947	8	23192186	23192539	ortholog_one2many	96.5812	96.5812	0		0.0167	0.4043	0
ENSRNOG00000001115	12	13914114	13924531	ENSMMUG00000008219	3	39754244	39769950	ortholog_one2one	89.2632	80.7619	75	50.00	0.0516	1.1089	1
ENSRNOG00000017969	2	217963456	218005509	ENSMMUG00000006780	1	102709129	102908007	ortholog_one2one	98.7448	98.7448	100	51.85	0.0056	0.4985	1
ENSRNOG00000016928	18	61656758	61672663	ENSMMUG00000041950	18	48800358	48842611	ortholog_one2one	48.75	80.4124	100	100.00	0.1391	0.7848	0
ENSRNOG00000028222	14	115116716	115117045	ENSMMUG00000009108	6	152304851	152305200	ortholog_one2many	70	71.2963	0	0.00	0.1332	1.9865	0
ENSRNOG00000046769	1	261191646	261229046	ENSMMUG00000020030	9	92967845	93005834	ortholog_one2one	88.6518	88.7379	100	100.00	0.0638	0.4165	1
ENSRNOG00000003119	14	20266891	20302581	ENSMMUG00000023241	5	62805836	62851564	ortholog_one2one	76.0504	73.8775	100	59.67	0.1391	0.6755	1
ENSRNOG00000000397	20	32373443	32416044	ENSMMUG00000044171	KQ741810.1	45263	54809	ortholog_one2many	19.1638	73.8255	0		0.1512	0.9421	0
ENSRNOG00000000397	20	32373443	32416044	ENSMMUG00000016652	9	63777745	63855591	ortholog_one2many	95.2962	95.1304	50	37.51	0.021	0.4338	0
ENSRNOG00000057128	5	169898302	169899776												
ENSRNOG00000022225	5	113615943	113621134	ENSMMUG00000006079	15	56874274	56890104	ortholog_one2one	71.8663	69.7297	75	100.00	0.191	0.5634	1
ENSRNOG00000031503	7	140107488	140108420												
ENSRNOG00000010557	10	94451866	94460732	ENSMMUG00000016771	16	57441686	57451333	ortholog_one2one	84.9341	87.234	100	100.00	0.0835	0.6193	1
ENSRNOG00000018497	1	167786337	167787409												
ENSRNOG00000020685	15	36565495	36590171	ENSMMUG00000022608	17	4433207	4467735	ortholog_one2one	86.1969	86.0308	50	47.40	0.0806	0.6235	0
ENSRNOG00000055428	4	101882994	101883460												
ENSRNOG00000004479	3	170364181	170378210	ENSMMUG00000000070	10	8055449	8078392	ortholog_one2one	83.1234	82.9146	75	46.78	0.0845	0.9736	1
ENSRNOG00000011001	1	168500304	168501212												
ENSRNOG00000033099	18	66523120	67224566	ENSMMUG00000013999	18	41465241	42681995	ortholog_one2one	95.4418	94.0567	50	98.17	0.0255	0.4575	1
ENSRNOG00000021763	1	256786124	256804156	ENSMMUG00000014710	9	88782204	88820323	ortholog_one2one	83.6565	80.1061	100	59.26	0.087	0.7374	1
ENSRNOG00000014153	2	142262236	142461980	ENSMMUG00000004485	17	18667936	18926215	ortholog_one2one	97	97	100	95.10	0.0141	0.462	1
ENSRNOG00000032000	6	96202040	96202477	ENSMMUG00000011746	1	161355469	161355905	ortholog_one2many	85.5172	90.5109	0		0.0475	0.794	0
ENSRNOG00000015924	1	168655404	168656369												
ENSRNOG00000022523	20	7976713	8019020	ENSMMUG00000011520	4	36488888	36607249	ortholog_one2one	89.693	89.4967	75	59.57	0.0588	0.6462	1
ENSRNOG00000000413	20	34633157	34642904	ENSMMUG00000045439	4	149269111	149282408	ortholog_one2one	100	100	50	100.00	0	0	1
ENSRNOG00000052063	8	119261747	119262220												
ENSRNOG00000059640	2	52379341	52404246	ENSMMUG00000000179	6	44154934	44185277	ortholog_one2one	62.963	66.9291	100	44.57	0.2103	0.6496	1
ENSRNOG00000032657	14	62309299	62310204												
ENSRNOG00000049389	4	72603242	72604174												
ENSRNOG00000019946	9	82632230	82639821	ENSMMUG00000017938	12	101623220	101632176	ortholog_one2one	94.8235	95.9524	100	100.00	0.0162	0.6497	1
ENSRNOG00000015184	3	2676296	2680565	ENSMMUG00000021431	15	1294143	1296016	ortholog_one2one	78.481	70.7224	100	100.00	0.1358	1.8556	1
ENSRNOG00000009572	14	80966903	80973456	ENSMMUG00000007162	5	3731982	3739477	ortholog_one2one	68.7596	71.7252	75	50.00	0.1825	1.153	1
ENSRNOG00000038083	13	93751759	93874105	ENSMMUG00000008763	1	218096875	218301833	ortholog_one2one	79.5037	80.0185	100	59.41	0.1161	0.6395	1
ENSRNOG00000029341	12	40685890	40686249												
ENSRNOG00000040122	15	4077091	4084314	ENSMMUG00000013696	9	58657621	58669707	ortholog_one2one	87.0968	90.301	100	100.00	0.0411	0.3319	1
ENSRNOG00000010071	2	178389799	178393113	ENSMMUG00000004645	5	158614870	158620267	ortholog_one2many	83.7838	82.3009	75	100.00	0.1009	0.422	1
ENSRNOG00000010071	2	178389799	178393113	ENSMMUG00000032010	11	46716353	46716694	ortholog_one2many	70.2703	84.7826	0	0.00	0.0835	0.3692	0
ENSRNOG00000004890	7	105353913	105592804	ENSMMUG00000010440	8	130125096	130389102	ortholog_one2one	97.1955	96.9624	100	100.00	0.0121	0.4603	1
ENSRNOG00000040050	11	29283938	29298339												
ENSRNOG00000043342	16	14353459	14360555												
ENSRNOG00000046566	1	173607101	173625550	ENSMMUG00000015012	14	58381323	58447359	ortholog_one2one	93.0693	80.6175	100	98.30	0.0379	0.5323	1
ENSRNOG00000049405	11	43329700	43330629	ENSMMUG00000037913	2	19099854	19100786	ortholog_many2many	68.6084	68.3871	75		0.2086	0.7931	1
ENSRNOG00000049405	11	43329700	43330629	ENSMMUG00000041766	2	19146040	19148296	ortholog_many2many	67.9612	67.9612	75		0.2115	0.6462	1
ENSRNOG00000059586	14	46653035	46653445												
ENSRNOG00000033763	17	30623526	30661690	ENSMMUG00000014020	4	4052507	4103808	ortholog_one2one	62.844	59.0517	75	50.00	0.2995	0.6564	1
ENSRNOG00000007152	4	140703619	140709319	ENSMMUG00000049018	2	61521693	61528979	ortholog_one2one	90.5109	90.2913	100	100.00	0.048	0.4473	1
ENSRNOG00000047236	2	41467064	41467252												
ENSRNOG00000060610	1	12952553	12952906												
ENSRNOG00000057162	7	20117015	20118466												
ENSRNOG00000034013	10	71536533	71719910	ENSMMUG00000009349	16	43101168	43432045	ortholog_one2one	95.3749	89.4316	100	36.12	0.0251	0.4699	1
ENSRNOG00000000378	20	26516836	26589209												
ENSRNOG00000004939	10	83954279	83999710	ENSMMUG00000003436	16	40748847	40794252	ortholog_one2one	63.0536	61.0609	0	80.37	0.2181	0.722	1
ENSRNOG00000006732	3	170994038	171013185												
ENSRNOG00000042319	6	142352806	142353308	ENSMMUG00000041149	7	169511306	169512041	ortholog_many2many	62.9032	52.7027	0		0.236	0.7814	0
ENSRNOG00000042319	6	142352806	142353308	ENSMMUG00000041590	7	168328551	168364703	ortholog_many2many	60.4839	59.5238	25		0.2009	0.6708	0
ENSRNOG00000042319	6	142352806	142353308	ENSMMUG00000041822	7	168238723	168331915	ortholog_many2many	59.6774	53.2374	25		0.2585	0.8069	0
ENSRNOG00000047969	10	13214130	13219894	ENSMMUG00000016183	20	4149225	4178854	ortholog_one2one	57.622	60.5769	50	50.00	0.3038	0.9776	0
ENSRNOG00000016684	17	15924048	16032420	ENSMMUG00000013881	15	43317201	43456683	ortholog_one2one	78.7688	71.8709	100	93.79	0.1187	0.7775	1
ENSRNOG00000058137	11	43593730	43594659	ENSMMUG00000037913	2	19099854	19100786	ortholog_many2many	74.4337	74.1936	25		0.1576	0.722	0
ENSRNOG00000058137	11	43593730	43594659	ENSMMUG00000041766	2	19146040	19148296	ortholog_many2many	73.1392	73.1392	50		0.1602	0.6024	0
ENSRNOG00000043400	4	79015316	79015660												
ENSRNOG00000004099	13	44812567	44950762	ENSMMUG00000009844	12	21075423	21223113	ortholog_one2one	87.3786	90.0819	50	100.00	0.05	0.3423	1
ENSRNOG00000059463	2	189609800	189615366	ENSMMUG00000045971	JSUE03080760.1	108	996	ortholog_one2many	67.5926	82.9545	0		0.1371	0.7516	0
ENSRNOG00000059463	2	189609800	189615366	ENSMMUG00000048579	X	43018224	43019198	ortholog_one2many	92.284	92.284	0		0.0439	0.6409	0
ENSRNOG00000059463	2	189609800	189615366	ENSMMUG00000005007	1	128559395	128564056	ortholog_one2many	61.1111	95.6522	100		0.0258	0.5354	1
ENSRNOG00000022144	13	107580629	107581385												
ENSRNOG00000052877	11	73930753	73931100												
ENSRNOG00000008672	5	57267312	57284448	ENSMMUG00000041554	X	46874132	46875304	ortholog_one2many	68.4931	76.1421	0		0.1353	1.0644	0
ENSRNOG00000008672	5	57267312	57284448	ENSMMUG00000020149	15	50675953	50692874	ortholog_one2many	98.6301	98.6301	75	33.71	0.0067	0.5996	1
ENSRNOG00000010758	16	21344456	21348391	ENSMMUG00000000654	19	19743596	19748839	ortholog_one2one	93.3908	92.5926	100	100.00	0.0354	0.9823	1
ENSRNOG00000060243	3	76543921	76662955												
ENSRNOG00000008720	4	113951870	113954297	ENSMMUG00000002727	13	75477049	75479913	ortholog_one2many	84.8684	84.5902	100	0.00	0.0867	0.2908	1
ENSRNOG00000008138	8	45084320	45137893	ENSMMUG00000015731	14	115696801	115763787	ortholog_one2one	63.9896	63.6598	100	86.82	0.2645	0.7758	1
ENSRNOG00000002203	14	10786399	10828106	ENSMMUG00000008514	5	51338154	51423152	ortholog_one2one	95.5941	95.5941	100	96.83	0.023	0.3686	1
ENSRNOG00000026900	11	88147377	88169968	ENSMMUG00000018531	10	63166170	63196687	ortholog_one2one	86.1804	85.1992	75	0.00	0.0747	0.881	1
ENSRNOG00000018915	1	47493994	47502952	ENSMMUG00000011994	4	160061444	160073889	ortholog_one2one	68.3473	66.7579	75	100.00	0.2049	0.7138	1
ENSRNOG00000008797	7	31847410	31872423												
ENSRNOG00000010266	2	32820322	32833125	ENSMMUG00000007700	6	65378443	65395044	ortholog_one2one	73.716	73.8275	50	99.55	0.1681	0.5432	1
ENSRNOG00000017097	1	204617852	204708987	ENSMMUG00000015215	9	120475395	120634343	ortholog_one2one	91.1111	91.1111	75	75.76	0.052	0.7183	1
ENSRNOG00000043186	20	46215379	46243707	ENSMMUG00000007020	4	158501108	158550411	ortholog_one2one	72.8435	67.6558	100	98.38	0.1674	0.6443	1
ENSRNOG00000061544	20	29655226	29677926	ENSMMUG00000002122	9	60280923	60311964	ortholog_one2one	93.4118	93.6321	50	100.00	0.0299	1.1036	1
ENSRNOG00000013956	5	59607476	59647633	ENSMMUG00000016605	15	47739786	47824073	ortholog_one2one	97.6852	81.9417	0	90.47	0.0114	0.2171	1
ENSRNOG00000022022	4	157008537	157026916	ENSMMUG00000018837	18	38456993	38469558	ortholog_one2one	71.6418	66.6667	0		0.2058	0.6728	0
ENSRNOG00000032048	5	71742911	71823139	ENSMMUG00000017151	15	32539446	32692851	ortholog_one2one	93.73	93.5805	100	100.00	0.0293	0.4073	1
ENSRNOG00000049990	20	46707362	46723255												
ENSRNOG00000033045	4	170766900	170767382	ENSMMUG00000018013	11	15446932	15447321	ortholog_one2many	98.4496	98.4496	25		0.0086	8.575	0
ENSRNOG00000047088	6	27668403	27721120	ENSMMUG00000039805	13	26302042	26414824	ortholog_one2one	100	100	100	100.00	0	0	1
ENSRNOG00000000308	20	46168177	46189806	ENSMMUG00000003678	4	158458423	158475642	ortholog_one2one	80.8511	81.7791	100	96.50	0.1087	0.6644	1
ENSRNOG00000045886	10	44958544	44959464	ENSMMUG00000018893	JSUE03260399.1	111	1004	ortholog_one2many	66.0131	69.8962	50	0.00	0.1814	1.057	0
ENSRNOG00000015860	1	80063049	80073223	ENSMMUG00000006936	19	41010623	41027275	ortholog_one2one	81.0989	79.1845	75	100.00	0.1085	0.8387	1
ENSRNOG00000012034	1	282567674	282575276	ENSMMUG00000022825	20	51201202	51248466	ortholog_one2many	66.4875	57.6087	50	0.00	0.2271	0.8034	0
ENSRNOG00000051528	9	114111580	114132492	ENSMMUG00000022864	11	9763549	9791079	ortholog_one2one	71.8391	51.5996	0	98.69	0.1889	0.906	1
ENSRNOG00000008981	8	121916185	121973125												
ENSRNOG00000061764	13	92569785	92672821												
ENSRNOG00000017481	15	55461695	55516952	ENSMMUG00000037581	16	35110690	35112192	ortholog_one2many	72.2581	80.5755	0		0.1151	0.5104	0
ENSRNOG00000017481	15	55461695	55516952	ENSMMUG00000007539	17	27111459	27174627	ortholog_one2many	87.5269	87.905	100	91.97	0.0639	0.4598	1
ENSRNOG00000017481	15	55461695	55516952	ENSMMUG00000030909	13	25321904	25323694	ortholog_one2many	69.2473	74.8837	0	0.00	0.1448	0.4854	0
ENSRNOG00000023493	2	189595415	189602143	ENSMMUG00000005008	1	128567451	128576856	ortholog_one2one	72.0548	66.5823	100	100.00	0.1734	0.3963	1
ENSRNOG00000047306	9	11064605	11070122	ENSMMUG00000000271	19	4433273	4446571	ortholog_one2one	65.9631	64.1026	100	100.00	0.2004	0.9997	1
ENSRNOG00000056537	13	95983809	96101664	ENSMMUG00000000021	1	220953668	221128987	ortholog_one2one	42.1225	40.2299	100	100.00	0.5785	1.0729	0
ENSRNOG00000023065	4	149877889	149882824	ENSMMUG00000042578	9	39057958	39066107	ortholog_one2one	87.5	95.9677	100	100.00	0.0183	0.4142	1
ENSRNOG00000043083	11	28739219	28739743												
ENSRNOG00000020594	10	15672382	15685284	ENSMMUG00000000588	20	14337	21292	ortholog_one2one	94.0421	95.2663	75	0.00	0.0209	0.8321	1
ENSRNOG00000053145	15	61069581	61152506	ENSMMUG00000011594	17	20774087	21162038	ortholog_one2one	85.8628	22.4457	100	78.05	0.0729	0.5735	0
ENSRNOG00000057078	20	29509289	29511382	ENSMMUG00000045565	9	60094592	60098688	ortholog_one2one	92.1397	90.5579	100	100.00	0.0348	0.6525	1
ENSRNOG00000049114	10	12776304	12777245												
ENSRNOG00000014477	8	128087345	128118746	ENSMMUG00000018790	2	104245450	104253353	ortholog_one2one	96.4844	96.4844	75	99.63	0.0104	0.5648	1
ENSRNOG00000017821	2	60337667	60379420	ENSMMUG00000006301	6	35353137	35398142	ortholog_one2one	83.3984	82.4324	100	100.00	0.095	0.489	1
ENSRNOG00000015551	1	7658890	7673683	ENSMMUG00000005366	4	123607181	123623011	ortholog_one2one	69.9346	84.9206	100	49.03	0.0836	0.7292	1
ENSRNOG00000031298	10	86564928	86565695	ENSMMUG00000030047	16	45738207	45741363	ortholog_one2one	79.6078	73.8182	100	100.00	0.1193	0.6983	1
ENSRNOG00000050613	4	1611053	1611973												
ENSRNOG00000009241	7	17502344	17520780	ENSMMUG00000028711	19	53257570	53291116	ortholog_one2many	45.1282	17.7062	0		0.4972	1.2162	0
ENSRNOG00000015525	3	161272385	161287667												
ENSRNOG00000015912	1	214123044	214149729	ENSMMUG00000010782	14	295200	333071	ortholog_one2one	83.4395	85.9956	50	25.21	0.0594	0.692	0
ENSRNOG00000021081	2	196277978	196289561	ENSMMUG00000007905	1	125669120	125685734	ortholog_one2one	96.1538	96.1538	100	100.00	0.02	0.5926	1
ENSRNOG00000055700	7	120202601	120430320												
ENSRNOG00000005018	3	51687809	51822250	ENSMMUG00000002712	12	52159042	52323173	ortholog_one2one	97.9938	95.0125	100	96.58	0.0107	0.6451	1
ENSRNOG00000050933	17	43821225	43821536	ENSMMUG00000048243	4	28285014	28302379	ortholog_one2one	100	100	0		0	0	0
ENSRNOG00000015210	10	58995556	58998033	ENSMMUG00000022968	16	4467712	4468884	ortholog_one2one	19.2771	65.7534	75	58.22	0.2429	0.4385	0
ENSRNOG00000019422	18	27657628	27661429	ENSMMUG00000018025	6	136192911	136198460	ortholog_one2one	91.9776	90.4587	100	76.68	0.0362	0.6616	1
ENSRNOG00000016488	3	161304469	161322289	ENSMMUG00000009963	10	18600781	18614840	ortholog_one2one	80.6452	81.1359	100	99.62	0.1055	0.7691	1
ENSRNOG00000046505	20	48248455	48268147												
ENSRNOG00000000704	12	48789261	48793553	ENSMMUG00000042320	11	108158832	108214715	ortholog_one2one	82.5269	82.3056	75	50.00	0.0914	1.5784	1
