Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
ENSRNOG00000028135	4	71512695	71513654	ENSGGOG00000022845	7	142899431	142900447	ortholog_one2one	51.7241	48.8166	100	0.00	0.4148	0.6182	0
ENSRNOG00000038868	11	66824065	66878551	ENSGGOG00000028124	3	123464728	123528191	ortholog_one2one	75.4039	76.5027	100	100.00	0.1048	0.378	1
ENSRNOG00000049598	11	82886878	82893845	ENSGGOG00000013919	3	187428932	187449820	ortholog_one2many	90.7547	30.0062	0	50.00	0.0512	0.5404	0
ENSRNOG00000057064	15	28128078	28128536	ENSGGOG00000002779	14	24585292	24585762	ortholog_one2many	62.5	60.8974	0	52.23	0.236	1.2825	0
ENSRNOG00000010486	9	65917917	65957101	ENSGGOG00000015025	2B	94436892	94484041	ortholog_one2one	82.5197	82.3899	50	92.59	0.0962	0.4436	1
ENSRNOG00000058130	7	3173287	3193994	ENSGGOG00000043246	12	30195771	30228806	ortholog_one2many	85.7143	85.2941	100	1.78	0.0717	0.6662	1
ENSRNOG00000057387	4	87312766	87313659	ENSGGOG00000002427	1	227321178	227322251	ortholog_one2many	26.1745	21.8487	50		0.7451	1.1302	0
ENSRNOG00000025287	10	64174931	64178591												
ENSRNOG00000019041	15	34256071	34258947	ENSGGOG00000038444	CABD030160697.1	1298	3089	ortholog_one2many	83.5341	96.2963	25		0.0161	0.6663	0
ENSRNOG00000025040	5	76182121	76189013												
ENSRNOG00000030042	1	167587641	167588630												
ENSRNOG00000049870	6	142177345	142178771												
ENSRNOG00000009505	5	151413382	151417690	ENSGGOG00000025436	1	27501914	27506064	ortholog_one2one	80.2326	79.3103	100	14.88	0.1189	0.5637	1
ENSRNOG00000033146	1	77541359	77541814												
ENSRNOG00000059195	4	82665094	82668905												
ENSRNOG00000048735	4	170092537	170092848												
ENSRNOG00000017965	18	63141418	63185510	ENSGGOG00000003311	18	2386685	2433609	ortholog_one2one	89.1521	90.1639	100	100.00	0.0565	0.6968	1
ENSRNOG00000012160	17	12614311	12669573	ENSGGOG00000010377	9	72699324	72796273	ortholog_one2one	91.7329	90.8661	100	77.42	0.0465	0.9833	1
ENSRNOG00000052134	8	23167974	23170209												
ENSRNOG00000013911	4	115473811	115481438	ENSGGOG00000012027	2A	35796559	35807572	ortholog_one2one	92.7114	81.5385	50	97.79	0.0352	0.5198	1
ENSRNOG00000020579	8	117694605	117726844												
ENSRNOG00000010910	5	150405918	150439959	ENSGGOG00000009221	1	28806008	28839083	ortholog_one2one	95.5516	93.7173	100	100.00	0.0227	0.4919	1
ENSRNOG00000061246	7	104516391	104556419	ENSGGOG00000006550	8	131287763	131350456	ortholog_one2one	99.6914	99.6914	100	100.00	0.0014	0.24	1
ENSRNOG00000049502	1	213131630	213132562												
ENSRNOG00000001388	12	41620393	41627741	ENSGGOG00000007318	12	113344408	113355974	ortholog_one2one	76.5193	84.4512	100	0.00	0.0913	0.8757	1
ENSRNOG00000008234	4	78187117	78206818												
ENSRNOG00000029597	10	92783703	92793145												
ENSRNOG00000002346	X	78769419	78782542	ENSGGOG00000008990	X	79630297	79647413	ortholog_one2one	74.3243	74.0385	75	100.00	0.1587	0.39	1
ENSRNOG00000008626	5	40844998	40867023	ENSGGOG00000041243	6	97566582	97606844	ortholog_one2one	84.8485	84.8485	75	81.92	0.0819	0.602	1
ENSRNOG00000021117	1	222087326	222098297	ENSGGOG00000043275	CABD030167574.1	4082	13967	ortholog_one2one	61.837	93.5421	25		0.0374	0.9144	0
ENSRNOG00000003084	13	98857177	98889716	ENSGGOG00000006308	1	206079112	206126505	ortholog_one2one	91.6174	91.6174	100	100.00	0.0417	0.7539	1
ENSRNOG00000002609	17	90710555	90756048	ENSGGOG00000026132	1	215954123	216018035	ortholog_one2one	94.4325	94.4325	75	65.74	0.0294	0.5118	1
ENSRNOG00000004398	7	83373022	83545540	ENSGGOG00000014869	8	110426097	110587195	ortholog_one2one	81.6143	81.3647	100	85.90	0.1019	0.5257	1
ENSRNOG00000025644	1	234665905	234670113												
ENSRNOG00000038909	9	49479023	49482252												
ENSRNOG00000011316	15	46613810	46643772	ENSGGOG00000016082	8	10630278	10674808	ortholog_one2one	83.2558	83.6449	100	53.16	0.0837	0.8941	1
ENSRNOG00000012927	8	115179893	115188588	ENSGGOG00000012441	3	52953142	52961647	ortholog_one2one	92.0502	92.6316	100	76.69	0.0378	0.6753	1
ENSRNOG00000006968	4	112703041	112707270	ENSGGOG00000027896	2A	31217148	31249994	ortholog_one2one	80.4795	80.4795	75	33.49	0.1185	0.702	1
ENSRNOG00000019278	1	143364867	143398093	ENSGGOG00000012365	15	61664416	61698268	ortholog_one2one	83.378	83.0441	75	73.15	0.0907	0.626	1
ENSRNOG00000018664	1	99749936	99754435	ENSGGOG00000023758	19	50281908	50288959	ortholog_one2one	71.8876	71.0317	100	0.00	0.1992	0.9101	1
ENSRNOG00000007002	14	84482674	84500642	ENSGGOG00000007167	22	13766868	13783795	ortholog_one2one	81.1881	81.1881	100	100.00	0.0998	0.8793	1
ENSRNOG00000008658	4	130172727	130425532	ENSGGOG00000024338	3	70784415	71013443	ortholog_one2one	94.1065	94.1065	75	100.00	0.0309	0.4631	1
ENSRNOG00000025882	14	38104047	38128024	ENSGGOG00000009006	4	47882736	47906120	ortholog_one2one	87.5	88.7805	100	100.00	0.0629	0.4548	1
ENSRNOG00000009613	8	91070073	91160258	ENSGGOG00000027182	6	81780131	81849978	ortholog_one2one	92.3913	79.4393	100	32.54	0.0203	0.7252	1
ENSRNOG00000050054	1	150100236	150101177	ENSGGOG00000010021	1	227790548	227791492	ortholog_one2many	64.5367	64.3312	50	0.00	0.2539	0.8557	0
ENSRNOG00000045732	1	59902308	59903339	ENSGGOG00000008985	19	51145305	51146366	ortholog_one2many	56.2682	54.6742	25		0.34	0.9443	0
ENSRNOG00000003143	10	72486152	72497041	ENSGGOG00000036664	CABD030154828.1	2512	6742	ortholog_one2one	49.3617	81.1189	0		0.1129	0.5455	0
ENSRNOG00000026883	4	181243338	181268634	ENSGGOG00000013445	12	57527003	57549316	ortholog_one2one	23.7143	38.785	100	0.00	0.603	0.9534	0
ENSRNOG00000019902	1	166934460	166943592	ENSGGOG00000005569	11	71229426	71236076	ortholog_one2one	79.6078	78.9883	100	100.00	0.1081	0.9213	1
ENSRNOG00000018077	16	73615949	73649767	ENSGGOG00000016036	8	74662710	74713957	ortholog_one2one	97.3684	97.3684	100	61.81	0.0129	0.627	1
ENSRNOG00000050708	6	142903147	142903440	ENSGGOG00000040233	14	90563022	90563327	ortholog_one2many	51.0204	54.3478	25		0.3434	0.8359	0
ENSRNOG00000030278	13	53283855	53284229												
ENSRNOG00000061217	3	173165975	173166369												
ENSRNOG00000002413	X	139354155	139464798	ENSGGOG00000000230	X	133310875	133426973	ortholog_one2one	92.8187	92.9856	75	100.00	0.0332	0.4091	1
ENSRNOG00000028807	1	61132818	61133726												
ENSRNOG00000059540	8	76449081	76452554	ENSGGOG00000015222	15	38055701	38057017	ortholog_one2one	78.032	77.8539	75	100.00	0.1395	0.7829	1
ENSRNOG00000010447	8	82506934	82533689	ENSGGOG00000015671	15	29969630	30035543	ortholog_one2one	94.8718	94.8718	100	78.57	0.0289	0.4492	1
ENSRNOG00000050207	1	212281237	212282363												
ENSRNOG00000003069	14	71715269	71754672	ENSGGOG00000006165	4	15301935	15364913	ortholog_one2one	52.4752	53	100	0.00	0.3401	0.6952	1
ENSRNOG00000018606	1	167906061	167911961	ENSGGOG00000042712	11	4410864	4411826	ortholog_one2one	93.4375	93.4375	25	100.00	0.0339	0.5721	1
ENSRNOG00000008716	14	85181572	85191557												
ENSRNOG00000060597	5	153269526	153277563	ENSGGOG00000012796	1	25290447	25300596	ortholog_one2one	91.3223	90.9465	100	0.00	0.0468	0.9532	1
ENSRNOG00000001727	11	73693814	73723501	ENSGGOG00000000520	3	198012583	198043512	ortholog_one2one	82.4427	82.0669	100	98.88	0.0977	0.5533	1
ENSRNOG00000015380	10	88279632	88307412	ENSGGOG00000010104	5	41645448	41664412	ortholog_one2one	97.9866	97.9866	100	0.00	0.0084	0.921	1
ENSRNOG00000039079	19	37052556	37067156												
ENSRNOG00000020275	10	89086556	89088993	ENSGGOG00000003360	5	40709488	40711758	ortholog_one2one	88.3978	88.3978	100	100.00	0.0624	0.6781	1
ENSRNOG00000002642	7	2479311	2497013	ENSGGOG00000024271	4	182554665	182556692	ortholog_many2many	80	87.6712	0		0.0667	0.5227	0
ENSRNOG00000002642	7	2479311	2497013	ENSGGOG00000043565	2A	81613385	81617207	ortholog_many2many	81.25	83.871	0		0.0636	0.4527	0
ENSRNOG00000029321	4	91373942	91972325	ENSGGOG00000014053	4	101483012	102767383	ortholog_one2one	76.0784	64.6667	50	19.47	0.1448	0.7582	0
ENSRNOG00000013164	8	115213471	115214895	ENSGGOG00000009467	3	52899821	52901871	ortholog_one2one	74.3243	74.3243	100	50.00	0.1696	0.6518	1
ENSRNOG00000022373	2	189629297	189642183	ENSGGOG00000003845	1	133005498	133021022	ortholog_one2one	93.3466	94.0349	100	0.00	0.0317	0.4338	1
ENSRNOG00000012396	16	14286323	14300951	ENSGGOG00000012798	10	98546725	98560414	ortholog_one2one	80.756	79.661	100	98.39	0.1042	0.7491	1
ENSRNOG00000013408	9	45901741	46081880	ENSGGOG00000006420	2A	5845290	5937571	ortholog_one2one	87.8676	87.0146	75	100.00	0.0633	0.4481	1
ENSRNOG00000024824	7	113015747	113228439												
ENSRNOG00000020530	1	82234032	82236179	ENSGGOG00000000760	19	41807678	41811253	ortholog_one2one	95.9677	95.2	100	100.00	0.0171	0.8664	1
ENSRNOG00000003532	X	141847092	141855443												
ENSRNOG00000016813	4	118207862	118235218	ENSGGOG00000037511	2A	36627121	36662198	ortholog_one2one	86.9333	92.3513	75	100.00	0.0199	0.3805	1
ENSRNOG00000012109	2	80383643	80408672	ENSGGOG00000014004	17	80988757	81016950	ortholog_one2one	82.3362	81.1798	100	100.00	0.1006	0.7507	1
ENSRNOG00000016271	15	55254706	55277713	ENSGGOG00000006744	13	30138522	30167800	ortholog_one2one	96.2406	96.2406	75	100.00	0.0198	0.5763	1
ENSRNOG00000025726	6	26780352	26782864												
ENSRNOG00000009705	5	147750973	147761983	ENSGGOG00000002562	1	32426320	32459691	ortholog_one2one	95	94.2748	100	68.96	0.0219	0.7836	1
ENSRNOG00000004633	13	47644071	47647715	ENSGGOG00000013272	1	186640980	186644397	ortholog_one2one	73.2955	73.2955	100	100.00	0.1645	0.5477	1
ENSRNOG00000020635	1	82452469	82461606	ENSGGOG00000008428	19	40858110	40870085	ortholog_one2one	88.9362	88.9362	75	100.00	0.0555	0.7911	1
ENSRNOG00000046382	1	214389255	214394411	ENSGGOG00000010750	9	69787646	69793847	ortholog_one2many	79.0909	82.8571	0	0.00	0.112	1.3927	0
ENSRNOG00000039001	19	37526419	37528011	ENSGGOG00000012981	16	58574471	58575713	ortholog_one2one	72.8682	71.2121	100	100.00	0.1573	0.4303	1
ENSRNOG00000024259	5	147288723	147296702	ENSGGOG00000003257	1	33068973	33075824	ortholog_one2one	75.463	73.4234	100	100.00	0.141	0.8132	1
ENSRNOG00000023708	4	78458625	78462423	ENSGGOG00000016497	7	150399961	150404706	ortholog_one2one	52.6749	54.4681	100	94.53	0.3915	0.814	1
ENSRNOG00000003915	13	110007010	110031895	ENSGGOG00000008925	1	192154871	192206950	ortholog_one2one	90.5714	77.129	100	100.00	0.0454	0.6223	1
ENSRNOG00000027332	6	2907145	2911559	ENSGGOG00000038177	2A	68483090	68487373	ortholog_one2one	84.9398	84.4311	100	92.13	0.0725	0.3863	1
ENSRNOG00000005686	4	127552101	127824970	ENSGGOG00000027438	3	68357501	68676393	ortholog_one2many	85.6149	83.8636	50	100.00	0.0984	0.5562	1
ENSRNOG00000005686	4	127552101	127824970	ENSGGOG00000038911	12	94230529	94231827	ortholog_one2many	88.6311	88.4259	0		0.0576	0.464	0
ENSRNOG00000020975	1	221417336	221420115	ENSGGOG00000024514	11	64313300	64318419	ortholog_one2one	82.5301	82.5301	50	100.00	0.0895	0.7734	1
ENSRNOG00000009873	15	45858608	45947030	ENSGGOG00000001176	13	33315839	33405918	ortholog_one2many	96.376	95.9414	75	89.38	0.0187	0.3127	1
ENSRNOG00000009873	15	45858608	45947030	ENSGGOG00000040103	17	55603477	55604552	ortholog_one2many	29.1053	81.0726	0		0.1054	0.5244	0
ENSRNOG00000053044	2	208225406	208225888												
ENSRNOG00000008786	14	85230648	85281803	ENSGGOG00000006479	22	12870680	12964010	ortholog_one2one	97.0495	97.3573	75	95.22	0.0116	0.5684	1
ENSRNOG00000053727	6	69619295	69619576	ENSGGOG00000027024	19	13551874	13556285	ortholog_one2many	77.6596	73.7374	0	0.00	0.1366	2.7544	0
ENSRNOG00000005195	3	143219686	143223615												
ENSRNOG00000006776	4	99074535	99125111	ENSGGOG00000009513	2A	19015861	19062969	ortholog_one2one	85.5102	87.8407	100	100.00	0.0763	0.7548	1
ENSRNOG00000001711	11	75125952	75144903	ENSGGOG00000016505	3	196578588	196608133	ortholog_one2one	83.8323	83.3333	75	100.00	0.0921	0.3927	1
ENSRNOG00000038147	16	75227468	75241303												
ENSRNOG00000021528	8	116318963	116322181	ENSGGOG00000007104	3	51331999	51335331	ortholog_one2one	94.5455	94.5455	100	100.00	0.0258	0.3968	1
ENSRNOG00000016089	1	22536199	22537236												
ENSRNOG00000002270	14	11198896	11202669	ENSGGOG00000003714	4	93431200	93438209	ortholog_one2one	95.7041	95.4762	75		0.018	0.2685	1
ENSRNOG00000009149	8	28147111	28208466	ENSGGOG00000006764	11	134270386	134352142	ortholog_one2one	80.6452	80.1282	100	97.92	0.1146	0.6992	1
ENSRNOG00000018514	1	167719947	167720897												
ENSRNOG00000006557	10	31278746	31419235	ENSGGOG00000012019	5	141102112	141235881	ortholog_one2one	96.7942	73.2394	75	99.38	0.0213	0.7734	1
ENSRNOG00000018485	3	60051535	60105242	ENSGGOG00000004876	2B	66809915	66864122	ortholog_one2one	89.4009	89.1954	50	100.00	0.0586	0.5313	1
ENSRNOG00000019551	10	57131386	57133637	ENSGGOG00000011472	17	4741634	4744235	ortholog_one2many	93.2773	90.9836	100	0.00	0.042	0.3809	1
ENSRNOG00000030462	11	76851322	76888178	ENSGGOG00000039295	3	194511556	194576687	ortholog_one2one	77.2727	76.6917	100	86.14	0.1325	0.5378	1
ENSRNOG00000047112	1	259097455	259106948	ENSGGOG00000034939	10	110155074	110186430	ortholog_one2many	72.7273	69.12	25	0.00	0.1768	0.5483	0
ENSRNOG00000019695	18	57011575	57016009	ENSGGOG00000005421	5	133060879	133065739	ortholog_one2one	89.4444	89.4444	100	100.00	0.0463	0.8446	1
ENSRNOG00000042623	16	17611115	17708387	ENSGGOG00000006297	10	94756567	94863788	ortholog_one2one	71.4617	86.2745	50	94.07	0.0759	1.0822	1
ENSRNOG00000014214	1	174132798	174135816												
ENSRNOG00000012035	4	100222106	100228809	ENSGGOG00000004953	2A	21167175	21169822	ortholog_one2one	82.4242	88.8889	100	100.00	0.053	0.5273	1
ENSRNOG00000047578	5	147823447	147828449	ENSGGOG00000001574	1	32377128	32381230	ortholog_one2one	89.5	74.5833	100	99.63	0.0694	0.7876	1
ENSRNOG00000015474	14	82093837	82117906	ENSGGOG00000014161	4	1948103	1975993	ortholog_one2one	95.0943	95.4545	100	100.00	0.0211	1.1975	1
ENSRNOG00000012409	5	60868502	60871705	ENSGGOG00000006970	9	11665569	11676542	ortholog_one2one	81.7352	65.0909	75	100.00	0.0823	0.4852	1
ENSRNOG00000012944	5	160355833	160373778	ENSGGOG00000001961	1	15457531	15491630	ortholog_one2one	62.9956	64.1256	100	99.64	0.1864	0.5932	1
ENSRNOG00000022448	4	113883670	113886994	ENSGGOG00000006327	2A	32317059	32320973	ortholog_one2one	87.3362	87.3362	100	0.00	0.0759	0.3857	1
ENSRNOG00000037851	11	89009931	89260297	ENSGGOG00000007599	8	68116966	68598784	ortholog_one2one	63.5535	61.1842	25	0.00	0.2499	0.5417	0
ENSRNOG00000022720	9	81716876	81772851	ENSGGOG00000014335	2B	111657809	111766159	ortholog_one2one	91.7262	91.7262	100	100.00	0.041	0.4053	1
ENSRNOG00000031824	8	22368745	22385864	ENSGGOG00000002619	19	10366541	10409145	ortholog_one2one	89.5035	88.7482	100	69.56	0.0608	0.956	1
ENSRNOG00000038174	7	65718934	65720237												
ENSRNOG00000008666	17	87274944	87681317	ENSGGOG00000014822	10	27104562	27447110	ortholog_one2one	79.1113	79.7221	100	99.09	0.1123	0.5647	1
ENSRNOG00000020660	1	220869805	220873337												
ENSRNOG00000031232	9	69497121	69612087	ENSGGOG00000009537	2B	98609567	98724967	ortholog_one2one	93.6216	93.5205	100	100.00	0.0303	0.6219	1
ENSRNOG00000015428	9	90880614	90908852	ENSGGOG00000041643	5	133622949	133624293	ortholog_many2many	53.2578	81.0345	0		0.1184	0.5616	0
ENSRNOG00000015428	9	90880614	90908852	ENSGGOG00000016922	2B	120583860	120616251	ortholog_many2many	90.085	93.2551	0	80.78	0.0339	0.2848	1
ENSRNOG00000047176	1	82948488	82952936												
ENSRNOG00000016109	10	56512615	56524229	ENSGGOG00000001677	17	7329754	7343442	ortholog_one2one	95.5798	95.5186	100	100.00	0.0217	0.4717	1
ENSRNOG00000025848	4	78080310	78133654												
ENSRNOG00000006398	6	146805599	146902339	ENSGGOG00000008618	7	20611722	20739617	ortholog_one2one	74.5817	76.1595	75	71.28	0.1434	0.6039	1
ENSRNOG00000024501	5	78428669	78567288	ENSGGOG00000008223	9	96019989	96160599	ortholog_one2one	78.5839	75.0417	100	100.00	0.0944	0.5253	1
ENSRNOG00000053222	3	51508573	51890749												
ENSRNOG00000016913	9	81880177	81907273	ENSGGOG00000001905	2B	111890474	111923141	ortholog_one2many	83.7139	84.2266	75	92.29	0.094	0.4341	1
ENSRNOG00000016913	9	81880177	81907273	ENSGGOG00000043717	2B	111884086	111886734	ortholog_one2many	10.8067	97.931	25	46.28	0.01	0.2955	0
ENSRNOG00000013618	16	83206004	83228194	ENSGGOG00000005180	13	93912417	93948866	ortholog_one2one	81.2048	80.2381	100	57.12	0.1074	0.4473	1
ENSRNOG00000004527	7	49385705	49656856	ENSGGOG00000038053	12	80100838	80246434	ortholog_one2one	99.5434	93.5622	100	46.15	0.0022	0.4556	1
ENSRNOG00000050901	1	149632088	149633029	ENSGGOG00000010021	1	227790548	227791492	ortholog_one2many	69.0096	68.7898	100	0.00	0.2105	0.7762	1
ENSRNOG00000050337	3	145764932	145765450												
ENSRNOG00000039152	19	30973329	31031817	ENSGGOG00000008352	4	155755586	155880248	ortholog_one2one	68.0791	67.6017	50	10.59	0.2132	0.5928	0
ENSRNOG00000061597	1	227331649	227359809												
ENSRNOG00000054609	1	80982358	80984217	ENSGGOG00000002654	18	6300617	6315150	ortholog_one2many	25.9259	86.1538	0	0.00	0.0642	0.8488	0
ENSRNOG00000021992	11	80823989	80826505	ENSGGOG00000001218	3	190378512	190382481	ortholog_one2one	92.3954	92.3954	75		0.0377	0.7793	1
ENSRNOG00000054854	1	196095214	196095597	ENSGGOG00000022720	20	21442403	21442798	ortholog_one2many	88.9764	89.6825	0		0.0364	0.4797	0
ENSRNOG00000054854	1	196095214	196095597	ENSGGOG00000025722	8	86266095	86266448	ortholog_one2many	81.8898	88.8889	0		0.0427	0.5493	0
ENSRNOG00000054854	1	196095214	196095597	ENSGGOG00000028262	6	36196929	36197281	ortholog_one2many	75.5906	86.4865	0		0.0596	0.5702	0
ENSRNOG00000005798	4	144382945	144398917	ENSGGOG00000000136	3	8978219	8991182	ortholog_one2one	94.702	94.702	100	0.00	0.0225	1.0661	1
ENSRNOG00000042916	20	27535324	27552349	ENSGGOG00000026889	6	118840057	118862509	ortholog_one2one	96.2963	96.2963	50	75.46	0.0151	0.5579	1
ENSRNOG00000016299	5	72283313	72287669	ENSGGOG00000000096	9	89766667	89771595	ortholog_one2one	90.8714	91.4405	75	100.00	0.0401	0.505	1
ENSRNOG00000018227	17	2607777	2660902	ENSGGOG00000008483	9	76402579	76499241	ortholog_one2one	89.3491	89.5257	0	56.30	0.0563	0.4224	0
ENSRNOG00000009662	3	147358858	147389698	ENSGGOG00000006711	20	935664	978460	ortholog_one2one	84.2105	82.0513	100	37.88	0.0823	0.782	1
ENSRNOG00000037091	5	156810991	156811769												
ENSRNOG00000028243	20	13704314	13706205	ENSGGOG00000000850	22	7209941	7214449	ortholog_one2many	89.4737	86.8085	100	0.00	0.0556	0.963	1
ENSRNOG00000005413	3	80892435	80933283	ENSGGOG00000015181	11	46569380	46613158	ortholog_one2one	91.9231	92.1002	100	100.00	0.0375	0.4759	1
ENSRNOG00000005215	X	86126157	86229563	ENSGGOG00000002307	X	87271463	87407792	ortholog_one2one	89.1702	88.3008	50	43.29	0.0569	0.5002	0
ENSRNOG00000006583	4	95946025	95970666	ENSGGOG00000012876	4	105519946	105558068	ortholog_one2one	80.9045	80.9045	50	100.00	0.1084	0.5722	1
ENSRNOG00000008622	4	83391283	83836351	ENSGGOG00000043819	7	28502599	28912380	ortholog_one2one	88.5918	97.8346	100	99.97	0.01	0.3815	1
ENSRNOG00000005927	7	60385688	60416925	ENSGGOG00000008211	12	68359409	68394234	ortholog_one2one	99.4555	93.039	75	94.26	0.0008	0.3322	1
ENSRNOG00000017780	5	157759416	157768471	ENSGGOG00000041164	1	19153418	19160249	ortholog_one2one	51.3661	70.1493	100	50.00	0.2072	1.0539	1
ENSRNOG00000026111	3	15379109	15407252	ENSGGOG00000000559	9	105414518	105531162	ortholog_one2one	29.3478	61.7143	100	98.77	0.2956	1.5073	0
ENSRNOG00000009719	8	48641801	48652071	ENSGGOG00000008078	11	119089725	119104567	ortholog_one2one	90.2266	90.099	100	100.00	0.0507	0.4607	1
ENSRNOG00000029979	20	13603651	13652909												
ENSRNOG00000053487	6	143536737	143537030	ENSGGOG00000040233	14	90563022	90563327	ortholog_one2many	52.0408	55.4348	0		0.2968	0.5874	0
ENSRNOG00000020288	8	117455262	117476734	ENSGGOG00000028046	3	49827769	49868595	ortholog_one2one	90.6977	90.6977	100	89.17	0.0508	0.3526	1
ENSRNOG00000004677	3	29862473	29996865	ENSGGOG00000003186	2B	36396910	36515179	ortholog_one2one	96.8724	94.0096	50	100.00	0.0145	0.2952	1
ENSRNOG00000025028	11	89293696	89510871	ENSGGOG00000006036	8	67895947	68071664	ortholog_one2one	66.3597	78.1616	50	98.70	0.1318	0.6115	1
ENSRNOG00000033938	4	106361762	106362103												
ENSRNOG00000012719	1	91740933	91811547	ENSGGOG00000011938	19	32128160	32238039	ortholog_one2one	69.8012	77.5042	100	99.94	0.1187	0.5857	1
ENSRNOG00000045764	2	239415046	239439568	ENSGGOG00000028495	4	115903598	115908792	ortholog_one2one	51.5069	96.4103	100	100.00	0.0071	0.1288	1
ENSRNOG00000010331	15	46316741	46337612	ENSGGOG00000001167	8	11045214	11070270	ortholog_one2one	79.056	79.056	100	30.54	0.1293	0.8105	1
ENSRNOG00000031185	4	165786745	165787668	ENSGGOG00000010080	12	10672382	10673305	ortholog_one2many	52.1173	52.1173	75	0.00	0.3945	0.7187	1
ENSRNOG00000060687	3	139695028	139833967	ENSGGOG00000004364	20	19453619	19971569	ortholog_one2one	98.0989	80.1242	100	83.63	0.0089	0.518	1
ENSRNOG00000033508	10	57185347	57238531	ENSGGOG00000000210	17	4824273	4837922	ortholog_one2one	87.8877	96.748	100	0.00	0.0137	0.4736	1
ENSRNOG00000042740	7	36573654	36597462	ENSGGOG00000022760	12	93142397	93177977	ortholog_one2many	70.2128	63.871	100		0.1957	0.9719	1
ENSRNOG00000014082	7	143958858	143967484	ENSGGOG00000015818	12	32838466	32848323	ortholog_one2one	94.8598	94.1995	100	64.19	0.0265	0.4605	1
ENSRNOG00000052906	KL568447.1	44748	45569												
ENSRNOG00000056596	8	114927722	114940177	ENSGGOG00000013205	3	53222751	53238275	ortholog_one2one	88.4555	88.5938	100	100.00	0.0626	0.4654	1
ENSRNOG00000049402	5	157524513	157535664	ENSGGOG00000005269	1	19526601	19541878	ortholog_one2one	93.2584	77.2093	50	93.95	0.0325	0.6659	1
ENSRNOG00000010630	1	157701089	157750169	ENSGGOG00000016500	11	82325846	82405278	ortholog_one2one	77.6876	74.0812	100	0.00	0.1438	0.4913	1
ENSRNOG00000016023	1	243276403	243398536	ENSGGOG00000005466	9	49309900	49380430	ortholog_one2one	84.1679	84.5414	100	0.00	0.0824	0.5657	1
ENSRNOG00000045740	18	87580424	87610390	ENSGGOG00000005485	18	66383739	66424836	ortholog_one2one	84.5316	85.4626	25	52.58	0.0931	0.4607	0
ENSRNOG00000049954	3	74013860	74014795												
ENSRNOG00000036842	7	144774160	144778656	ENSGGOG00000000039	12	31981372	31989936	ortholog_one2one	84.5324	87.037	100	100.00	0.0751	0.4712	1
ENSRNOG00000007136	15	4254499	4281287	ENSGGOG00000004451	10	36345662	36385468	ortholog_one2one	92.4406	87.7049	100	100.00	0.0391	0.5077	1
ENSRNOG00000004752	15	109735595	110046704	ENSGGOG00000007476	13	83997528	84349454	ortholog_one2one	90.4977	94.7306	100	97.95	0.0336	0.6131	1
ENSRNOG00000020702	1	226634009	226642243	ENSGGOG00000004073	11	60489556	60503011	ortholog_one2one	77.3438	81.8182	100	100.00	0.1235	0.5676	1
ENSRNOG00000013437	3	95232166	95398594												
ENSRNOG00000059061	14	84935486	84937725	ENSGGOG00000003796	22	13315633	13318935	ortholog_one2one	75.8064	74.6032	100		0.1199	1.1474	1
ENSRNOG00000033896	4	166986350	166987306	ENSGGOG00000006698	12	10788628	10789581	ortholog_one2many	48.1132	48.265	25	0.00	0.4212	0.7637	0
ENSRNOG00000000593	20	44803666	44961382	ENSGGOG00000008128	6	113504998	113623234	ortholog_one2one	77.4904	83.8632	100	84.80	0.0852	0.4884	1
ENSRNOG00000060775	15	86243148	86457739	ENSGGOG00000012590	13	58027443	58270243	ortholog_one2one	73.2794	76.6485	50	99.00	0.1193	0.5908	1
ENSRNOG00000019260	1	80880856	80912082	ENSGGOG00000016631	19	43749639	43784344	ortholog_one2one	55.6131	54.0268	100	85.36	0.3433	0.7684	1
ENSRNOG00000042825	10	103581384	103590607	ENSGGOG00000013516	5	8328396	8347169	ortholog_one2many	36	26.5574	0		0.7372	0.9203	0
ENSRNOG00000028557	9	53446194	53526728	ENSGGOG00000040574	17	93054308	93055411	ortholog_one2many	57.4026	71.7533	0		0.183	0.6057	0
ENSRNOG00000028557	9	53446194	53526728	ENSGGOG00000004988	2B	82921283	83036600	ortholog_one2many	81.5584	81.3472	100	100.00	0.1039	0.514	1
ENSRNOG00000013517	4	10823281	10938318	ENSGGOG00000007313	7	100419967	100603020	ortholog_one2one	93.0388	88.535	100	100.00	0.0358	0.4925	1
ENSRNOG00000008300	5	147554918	147584038	ENSGGOG00000025711	1	32767794	32773713	ortholog_one2one	73.9229	84.8958	100	0.00	0.0827	0.75	1
ENSRNOG00000010370	10	40255776	40296470	ENSGGOG00000000891	5	134734550	134795758	ortholog_one2one	79.0447	79.5349	75	24.04	0.107	0.7113	1
ENSRNOG00000054416	9	85968059	85986208	ENSGGOG00000001015	2B	117621411	117644825	ortholog_one2many	63.8158	63.956	100	0.00	0.2293	0.6636	1
ENSRNOG00000019266	1	224970807	224972168												
