Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
ENSMUSG00000004071	16	4750348	4790292	ENSMMUG00000009898	20	4518655	4545947	ortholog_one2one	94.2308	94.2308	100	99.75	0.029	0.4916	1
ENSMUSG00000030982	7	118740226	118842966	ENSMMUG00000013338	20	18711839	18860224	ortholog_one2one	91.4228	92.449	100	92.93	0.0381	0.6537	1
ENSMUSG00000022248	15	10486018	10499063	ENSMMUG00000045918	6	35252396	35275969	ortholog_one2many	90.7143	90.7143	100	100.00	0.0492	0.5026	1
ENSMUSG00000022248	15	10486018	10499063	ENSMMUG00000000441	9	115588993	115589843	ortholog_one2many	67.8571	76.6129	0	0.00	0.1378	0.5159	0
ENSMUSG00000029669	6	21771395	21852515	ENSMMUG00000023310	3	146723042	146826444	ortholog_one2one	97.3771	97.3771	100	99.83	0.0127	0.5196	1
ENSMUSG00000041308	8	106935750	107019714												
ENSMUSG00000029564	5	114853664	114883880												
ENSMUSG00000071657	19	8837467	8848683	ENSMMUG00000014363	14	11597362	11618885	ortholog_one2one	85.3273	80.7692	75	100.00	0.0805	0.4742	1
ENSMUSG00000040525	7	19778881	19796809												
ENSMUSG00000078773	4	11558922	11615805	ENSMMUG00000005659	8	92908181	93008494	ortholog_one2one	79.9097	77.9736	100	93.75	0.1142	0.5372	1
ENSMUSG00000066191	4	47015669	47057427	ENSMMUG00000018523	15	40854766	40921197	ortholog_one2one	75.7055	80.0259	100	100.00	0.0701	0.6393	1
ENSMUSG00000022255	15	34082694	34145624	ENSMMUG00000014210	8	96259961	96339633	ortholog_one2one	91.8826	86.9281	100	99.53	0.0405	0.2791	1
ENSMUSG00000072919	12	87221040	87238732												
ENSMUSG00000076436	4	123321875	123323634	ENSMMUG00000041739	JSUE03065647.1	4916	5738	ortholog_many2many	37.6923	78.0876	0		0.1185	2.0017	0
ENSMUSG00000076436	4	123321875	123323634	ENSMMUG00000032181	1	39051277	39052831	ortholog_many2many	72.6923	75.9036	25	0.00	0.1388	1.5101	0
ENSMUSG00000015519	10	28972288	28986303												
ENSMUSG00000030652	7	118509659	118533356	ENSMMUG00000006604	20	18213994	18225570	ortholog_one2many	45.1039	80.8511	50	100.00	0.1286	0.9494	0
ENSMUSG00000030652	7	118509659	118533356	ENSMMUG00000011613	2	46911618	46913399	ortholog_one2many	48.368	74.4292	0	0.00	0.1665	0.9476	0
ENSMUSG00000046049	14	63992506	64035025	ENSMMUG00000043605	8	9189062	9207426	ortholog_one2one	48.198	37.6312	100	100.00	0.4154	0.8684	0
ENSMUSG00000030213	6	136506167	136610862	ENSMMUG00000003664	11	15064298	15180787	ortholog_one2one	6.049	44.8864	25	98.82	0.6133	2.232	0
ENSMUSG00000057564	14	52458829	52467495												
ENSMUSG00000004473	7	44302687	44306902	ENSMMUG00000002407	19	46097223	46099627	ortholog_one2one	81.4024	82.6625	100	56.61	0.094	0.7862	1
ENSMUSG00000004070	16	4726361	4766742	ENSMMUG00000009901	20	4500137	4516967	ortholog_one2one	88.254	78.3099	100	100.00	0.0594	0.6355	1
ENSMUSG00000030509	7	66644565	66689596	ENSMMUG00000016504	7	79374722	79411948	ortholog_one2one	78.6164	78.6164	100	0.00	0.1675	0.7432	1
ENSMUSG00000067199	19	41829970	41832583	ENSMMUG00000030511	9	92820319	92821158	ortholog_one2many	78.4672	77.0609	100	100.00	0.1201	0.5964	1
ENSMUSG00000028820	4	127021324	127037013	ENSMMUG00000019154	1	34325695	34343335	ortholog_one2one	94.4206	93.3522	100	45.93	0.0274	0.4473	1
ENSMUSG00000047098	14	55591708	55603693	ENSMMUG00000012474	7	85559094	85572268	ortholog_one2one	86.9606	86.4739	100	100.00	0.077	0.4165	1
ENSMUSG00000047604	19	41845972	41848132	ENSMMUG00000019633	9	92835168	92837894	ortholog_one2one	74.8918	74.2489	75		0.125	1.0147	1
ENSMUSG00000094595	4	11579665	11587591												
ENSMUSG00000028642	4	119205055	119218217												
ENSMUSG00000074449	8	20337664	20363210												
ENSMUSG00000022564	15	76246764	76249904	ENSMMUG00000000451	8	143248322	143252724	ortholog_one2one	94.2029	87.6011	100	45.68	0.0284	0.5149	1
ENSMUSG00000059887	14	52488791	52495749												
ENSMUSG00000075194	2	86254357	86258328												
ENSMUSG00000034312	6	90656088	90988685	ENSMMUG00000001342	2	53331659	53513186	ortholog_one2one	92.6297	91.6292	50	40.19	0.0332	0.8579	0
ENSMUSG00000050619	2	121158273	121171125	ENSMMUG00000017070	7	19771274	19783655	ortholog_one2one	80.6954	79.0834	100	100.00	0.106	0.3461	1
ENSMUSG00000027933	3	90391388	90433622	ENSMMUG00000019482	1	128319407	128369639	ortholog_one2one	98.7512	98.5618	100	100.00	0.0058	0.3867	1
ENSMUSG00000037254	2	10094593	10131396	ENSMMUG00000015954	9	7656586	7702518	ortholog_one2one	83.6842	84.0381	100	52.81	0.0965	0.6419	1
ENSMUSG00000031491	8	27403212	27413944	ENSMMUG00000000163	8	41906319	41924310	ortholog_one2one	83.6032	83.6032	0	0.00	0.095	0.7402	0
ENSMUSG00000016933	2	160731300	160775760	ENSMMUG00000005905	10	22716953	22755039	ortholog_one2one	94.5469	94.6195	100	100.00	0.0243	0.5759	1
ENSMUSG00000078584	4	119203570	119232712	ENSMMUG00000016111	1	42107621	42116310	ortholog_one2one	85.9296	85.9296	100	87.92	0.0811	0.4247	1
ENSMUSG00000108981	X	161287456	161366252												
ENSMUSG00000035984	18	34562634	34579115	ENSMMUG00000039612	6	135823071	135849817	ortholog_one2one	86.7299	86.3208	100	100.00	0.0784	0.692	1
ENSMUSG00000042109	15	81936759	81950941	ENSMMUG00000001852	10	83658340	83664272	ortholog_one2one	52.5974	53.6424	75	0.00	0.198	1.3216	1
ENSMUSG00000036244	9	58359704	58370455	ENSMMUG00000003642	7	49980857	49996465	ortholog_one2one	86.3095	80.7799	100	96.24	0.0666	0.6956	1
ENSMUSG00000043614	5	135072900	135078266	ENSMMUG00000001623	3	42255927	42261315	ortholog_one2one	80.0766	85.6557	100	100.00	0.0847	0.5589	1
ENSMUSG00000029563	6	14901349	15441977	ENSMMUG00000008005	3	139602847	140196871	ortholog_one2one	99.7199	96.3464	100	100.00	0.0007	0.2743	1
ENSMUSG00000030697	7	126785866	126792496	ENSMMUG00000000982	20	27423621	27432989	ortholog_one2one	100	100	75	100.00	0	0	1
ENSMUSG00000014932	5	32611171	32687057	ENSMMUG00000004054	18	8743050	8788931	ortholog_one2one	96.1183	94.5455	0	80.01	0.0198	0.3712	1
ENSMUSG00000053161	1	83159752	83210574												
ENSMUSG00000036925	15	103895855	103899312												
ENSMUSG00000075193	2	86273814	86279088												
ENSMUSG00000043872	4	127047094	127061152	ENSMMUG00000016479	1	34238464	34279327	ortholog_one2one	64.1913	55.2539	100	0.00	0.2385	0.6307	1
ENSMUSG00000017146	11	101488764	101551955	ENSMMUG00000001329	16	48914216	49004182	ortholog_one2one	57.2848	55.0955	100	78.13	0.2961	0.4572	1
ENSMUSG00000047149	2	86292455	86299233												
ENSMUSG00000090777	16	18217879	18220348	ENSMMUG00000040386	10	61889250	61892968	ortholog_one2one	65.367	73.2648	75		0.1699	0.7551	1
ENSMUSG00000075192	2	86314343	86315284												
ENSMUSG00000059482	4	10874498	10899425	ENSMMUG00000016496	8	93784713	93804640	ortholog_one2one	76.0766	76.8116	75	92.14	0.1166	0.3155	1
ENSMUSG00000091930	7	10153206	10176573												
ENSMUSG00000036169	12	36314139	36318452	ENSMMUG00000016817	3	92346528	92352080	ortholog_one2one	94.1748	84.3478	100	100.00	0.0284	0.4263	1
ENSMUSG00000029270	5	107908053	107987085	ENSMMUG00000005073	1	93466712	93597504	ortholog_one2one	96.4953	96.4953	75	29.02	0.0163	0.3735	1
ENSMUSG00000062908	3	153922357	153944632	ENSMMUG00000007220	1	75701184	75745848	ortholog_one2one	87.1734	80.837	100	0.00	0.064	0.9431	1
ENSMUSG00000059288	13	35659833	35874063	ENSMMUG00000004964	4	4807741	4983580	ortholog_one2one	83.6425	85.37	100	46.76	0.0966	0.8111	1
ENSMUSG00000028999	5	23787711	23820369	ENSMMUG00000004298	3	130843995	130896048	ortholog_one2one	87.5	87.5	50	76.68	0.0732	0.5295	1
ENSMUSG00000021123	12	79208914	79222665	ENSMMUG00000015869	7	129889900	129902213	ortholog_one2one	86.3924	86.3924	100	0.00	0.0739	0.6749	1
ENSMUSG00000032482	9	110243783	110262576	ENSMMUG00000031732	2	94937213	94953471	ortholog_one2one	81.6254	84.4607	100	0.00	0.0785	0.557	1
ENSMUSG00000000159	16	96361668	96422121												
ENSMUSG00000094678	9	19709433	19714930												
ENSMUSG00000063932	8	27447670	27495172												
ENSMUSG00000032481	9	110117708	110240178	ENSMMUG00000009345	2	94730907	94928213	ortholog_one2one	95.471	95.3846	100	70.60	0.0232	0.5294	1
ENSMUSG00000059406	10	80871848	80899492	ENSMMUG00000001190	19	2278611	2314179	ortholog_one2one	75.7962	79.1825	100	0.00	0.125	1.1061	1
ENSMUSG00000058558	5	107900502	107909005	ENSMMUG00000045959	1	94467026	94467914	ortholog_one2many	72.0539	87.7049	0		0.0997	0.5428	0
ENSMUSG00000058558	5	107900502	107909005	ENSMMUG00000010070	9	24475359	24476249	ortholog_one2many	89.2256	92.0139	0		0.037	0.3998	0
ENSMUSG00000032000	9	7848699	7873186	ENSMMUG00000003400	14	95222564	95270373	ortholog_one2one	71.0963	70.8609	100	22.77	0.1673	1.0463	1
ENSMUSG00000055538	14	25711642	25769039	ENSMMUG00000020559	9	52832744	52943247	ortholog_one2one	97.9253	97.9253	50	68.51	0.0101	0.7274	0
ENSMUSG00000043230	1	80198706	80218473	ENSMMUG00000022899	12	106642577	106666926	ortholog_one2one	61.4035	61.5385	100	0.00	0.2588	0.6447	1
ENSMUSG00000066798	2	37425500	37443171	ENSMMUG00000000496	15	16182571	16186173	ortholog_one2one	92.435	92.217	100	100.00	0.0392	0.4569	1
ENSMUSG00000068099	15	82252397	82260753	ENSMMUG00000039804	10	84051069	84051275	ortholog_one2one	98.5294	98.5294	100	100.00	0.0063	6.3045	1
ENSMUSG00000031796	8	95420249	95434869	ENSMMUG00000015891	20	42333950	42352575	ortholog_one2one	98.9637	98.9637	100	100.00	0.0023	0.4745	1
ENSMUSG00000035329	12	59200655	59219725	ENSMMUG00000006984	7	100861724	100891820	ortholog_one2one	82.5623	93.3602	50	100.00	0.0306	0.334	1
ENSMUSG00000002968	7	44876765	44892712	ENSMMUG00000020175	19	45245890	45262341	ortholog_one2one	93.0201	92.7711	100	99.26	0.034	0.672	1
ENSMUSG00000028088	3	97628804	97655282	ENSMMUG00000000476	1	122005013	122039922	ortholog_one2one	84.4278	84.4278	75	98.96	0.0869	0.4733	1
ENSMUSG00000049357	18	34579846	34597468												
ENSMUSG00000050714	2	37432168	37443135	ENSMMUG00000000495	15	16163659	16177712	ortholog_one2one	95.9091	95.6916	100	100.00	0.0187	0.143	1
ENSMUSG00000031103	X	48411046	48463132	ENSMMUG00000008785	X	123940669	123964215	ortholog_one2one	78.0153	77.1903	100	0.00	0.1246	0.4491	1
ENSMUSG00000110333	8	27447100	27620917												
ENSMUSG00000028520	4	103230445	103290863	ENSMMUG00000000647	1	66847392	66910452	ortholog_one2one	39.2377	37.155	50	57.59	0.5406	0.7276	0
ENSMUSG00000032360	9	76225880	76323856	ENSMMUG00000001395	4	56183040	56294566	ortholog_one2one	77.6087	94.9468	100	100.00	0.0296	0.5366	1
ENSMUSG00000038656	5	145436309	145469723	ENSMMUG00000022490	3	125336301	125377444	ortholog_many2many	62.3016	62.9258	50		0.2524	0.7532	0
ENSMUSG00000038656	5	145436309	145469723	ENSMMUG00000022730	3	125133432	125169303	ortholog_many2many	67.2619	63.7218	50	0.00	0.2164	0.7114	0
ENSMUSG00000038656	5	145436309	145469723	ENSMMUG00000041926	3	125092064	125119253	ortholog_many2many	69.246	69.3837	25		0.1943	0.6638	0
ENSMUSG00000038656	5	145436309	145469723	ENSMMUG00000043107	3	125264300	125294493	ortholog_many2many	69.0476	69.1849	50		0.1971	0.7134	0
ENSMUSG00000032571	9	105642978	105687657	ENSMMUG00000020294	2	171226966	171302751	ortholog_one2one	95.8763	95.8763	75	66.35	0.0212	0.78	1
ENSMUSG00000014959	2	70661576	70712636	ENSMMUG00000015203	12	57970712	58009290	ortholog_one2one	75.388	88.5417	100	86.45	0.0572	0.4622	1
ENSMUSG00000043066	7	10272991	10278006												
ENSMUSG00000025081	19	56826209	56870012	ENSMMUG00000022517	9	110086829	110130318	ortholog_one2one	71.6724	70.5882	100	94.77	0.1775	0.7772	1
ENSMUSG00000049653	15	76268089	76292572	ENSMMUG00000004008	8	143273105	143283305	ortholog_one2one	68.125	55.707	100	0.00	0.1655	0.7249	1
ENSMUSG00000031154	X	7841364	7876626	ENSMMUG00000004558	X	49156810	49197003	ortholog_one2one	89.418	85.4975	100	100.00	0.0179	0.4326	1
ENSMUSG00000004849	5	137034993	137046135	ENSMMUG00000010162	3	126555948	126568519	ortholog_one2one	100	100	100	99.83	0	0	1
ENSMUSG00000020219	10	80899450	80900969	ENSMMUG00000038861	19	2314423	2315816	ortholog_one2one	92.6316	92.6316	100		0.0302	1.0768	1
ENSMUSG00000030577	7	30865402	30880342	ENSMMUG00000017621	19	31263198	31281545	ortholog_one2one	57.6037	59.1017	100	0.00	0.3051	0.9827	1
ENSMUSG00000025981	1	55052770	55072702	ENSMMUG00000010488	2	148925139	148946338	ortholog_one2one	82.6446	82.6446	75	84.70	0.0939	0.6584	1
ENSMUSG00000049969	4	10988662	11007927	ENSMMUG00000014183	8	93671922	93695291	ortholog_one2one	97.992	97.992	100	0.00	0.0111	0.5374	1
ENSMUSG00000002718	2	166906040	166946389	ENSMMUG00000019636	10	15352923	15401087	ortholog_one2one	99.0731	96.2	100	100.00	0.0048	0.5337	1
ENSMUSG00000014956	5	32458843	32517433	ENSMMUG00000044809	13	29060935	29109419	ortholog_one2one	100	100	50		0	0	0
ENSMUSG00000049214	4	111972923	111988223												
ENSMUSG00000025784	9	123150946	123157432	ENSMMUG00000038108	2	97532241	97544420	ortholog_one2one	78.7129	78.7129	100		0.1018	1.3517	1
ENSMUSG00000034623	14	64075438	64090162	ENSMMUG00000012043	8	9271189	9326777	ortholog_one2one	57.6324	55.5556	75	100.00	0.3453	0.8749	1
ENSMUSG00000003814	8	84841850	84846934	ENSMMUG00000004392	19	12894933	12900833	ortholog_one2one	88.4615	90.4177	100	100.00	0.0295	1.0255	1
ENSMUSG00000044148	X	12654879	12673668	ENSMMUG00000005263	X	40525717	40546062	ortholog_one2one	85.9375	86.2069	50	0.00	0.0754	0.4259	0
ENSMUSG00000056812	18	64254359	64276146	ENSMMUG00000016110	18	46809727	46817254	ortholog_one2one	97.8947	97.8947	100	100.00	0.0096	0.3208	1
ENSMUSG00000069170	13	81095068	81633154	ENSMMUG00000018976	6	87442438	88062364	ortholog_one2one	80.6764	80.6764	75	98.26	0.1122	0.5617	1
ENSMUSG00000062075	10	80901203	80918245	ENSMMUG00000001192	19	2318369	2340344	ortholog_one2one	83.557	80.1932	100	0.00	0.0895	2.3118	1
ENSMUSG00000000157	16	96422288	96443619	ENSMMUG00000000951	3	1795187	1821221	ortholog_one2many	57.5881	48.627	0		0.3092	1.2748	0
ENSMUSG00000052099	14	64086234	64097678												
ENSMUSG00000021038	12	87238868	87266256	ENSMMUG00000013551	7	139862872	139895014	ortholog_one2one	95.5193	90.3661	100	100.00	0.021	0.4666	1
ENSMUSG00000033222	3	100938860	100969663												
ENSMUSG00000050310	15	6708379	6800401	ENSMMUG00000001611	6	39444214	39568673	ortholog_one2one	94.3208	94.2105	100	100.00	0.0284	0.5475	1
ENSMUSG00000058997	14	78849052	79202310	ENSMMUG00000011594	17	20774087	21162038	ortholog_one2one	81.0499	83.913	75	61.50	0.0951	0.693	1
ENSMUSG00000060166	16	18220753	18235136	ENSMMUG00000020101	10	61874005	61887505	ortholog_one2one	88.7139	90.1333	100	0.00	0.0506	0.8171	1
ENSMUSG00000062712	7	140399045	140402918												
ENSMUSG00000050017	5	111330763	111388359	ENSMMUG00000014534	10	69642614	69708200	ortholog_one2one	93.75	93.4066	100	100.00	0.035	0.5671	1
ENSMUSG00000035351	10	88146992	88178390	ENSMMUG00000005504	11	102010226	102066339	ortholog_one2one	91.1043	91.1043	100	17.41	0.0474	0.4707	1
ENSMUSG00000032318	9	55538672	55546180												
ENSMUSG00000058659	9	19780283	19785333												
ENSMUSG00000038859	5	144264526	144358112	ENSMMUG00000013276	3	123632013	123706689	ortholog_one2one	84.2412	87.1227	100	99.78	0.0732	0.8105	1
ENSMUSG00000015846	2	27676440	27762957	ENSMMUG00000008183	15	3903831	3941167	ortholog_one2one	86.5096	96.8825	75	84.74	0.0168	1.2642	1
ENSMUSG00000047141	16	64780347	64851652	ENSMMUG00000043727	2	12811900	12892699	ortholog_one2one	89.2086	87.8654	100	65.45	0.0544	0.3747	1
ENSMUSG00000045382	1	128588199	128592293	ENSMMUG00000011918	12	21635360	21640750	ortholog_one2one	88.3008	89.2958	75	100.00	0.0404	0.779	1
ENSMUSG00000035004	7	121064067	121074572	ENSMMUG00000013876	20	21119049	21131578	ortholog_one2one	60.7595	59.751	100	100.00	0.2794	0.4705	1
ENSMUSG00000063823	7	140415710	140421639												
ENSMUSG00000050144	3	88410498	88425139	ENSMMUG00000004902	1	130799396	130822405	ortholog_one2one	90.6907	96.1783	50	100.00	0.0185	0.6407	1
ENSMUSG00000030007	6	85451514	85468475	ENSMMUG00000012448	13	74327923	74346196	ortholog_one2many	96.1397	96.3168	100	100.00	0.0201	0.5175	1
ENSMUSG00000030007	6	85451514	85468475	ENSMMUG00000029464	4	116596686	116598293	ortholog_one2many	65.8088	76.9893	0		0.1444	0.5366	0
ENSMUSG00000024617	18	60925618	60988152	ENSMMUG00000011563	6	148353069	148424206	ortholog_one2one	97.0711	91.6996	100	99.07	0.0181	0.4376	1
ENSMUSG00000025716	2	22227503	22618252	ENSMMUG00000012229	9	26056227	26325262	ortholog_one2one	80.876	80.7763	100	100.00	0.1042	0.4881	1
ENSMUSG00000043518	X	161717069	161779496	ENSMMUG00000001433	X	17165023	17226633	ortholog_one2one	89.225	89.0566	100	100.00	0.055	0.4484	1
ENSMUSG00000054604	16	64851996	64859507	ENSMMUG00000047994	2	12805416	12811249	ortholog_one2one	97.6048	97.6048	100		0.0107	0.5367	1
ENSMUSG00000056883	7	140463370	140468128												
ENSMUSG00000094928	17	48036745	48038293												
ENSMUSG00000022496	16	11313812	11320074	ENSMMUG00000021520	20	12030066	12032643	ortholog_one2one	44.8649	61.9403	100	0.00	0.2272	0.794	0
ENSMUSG00000013367	7	43472904	43490075												
ENSMUSG00000056656	15	77747798	77757003	ENSMMUG00000020016	10	78061977	78075820	ortholog_many2many	35.1032	35.3116	50		0.6703	1.1223	0
ENSMUSG00000056656	15	77747798	77757003	ENSMMUG00000046067	10	78148724	78159250	ortholog_many2many	33.9233	29.6392	25		0.7089	0.8049	0
ENSMUSG00000056656	15	77747798	77757003	ENSMMUG00000001537	10	78101912	78108637	ortholog_many2many	39.528	40.2402	75		0.5438	0.8424	0
ENSMUSG00000021545	17	48089319	48090918												
ENSMUSG00000095448	9	19804906	19817626												
ENSMUSG00000030876	7	121034445	121078329	ENSMMUG00000013872	20	21083243	21136447	ortholog_one2one	95.9119	95.9119	100	100.00	0.0202	0.235	1
ENSMUSG00000043153	12	36381450	36689503	ENSMMUG00000037624	3	91976473	92305094	ortholog_one2one	63.5347	70.8229	100	40.11	0.1988	0.6051	1
ENSMUSG00000070645	1	133350510	133360325	ENSMMUG00000008464	1	162464353	162476283	ortholog_one2one	69.403	64.4342	100	0.00	0.1922	0.7052	1
ENSMUSG00000044906	18	70452212	70472509	ENSMMUG00000010914	18	43612484	43631371	ortholog_one2one	46.9582	66.3979	100	84.81	0.1968	0.6283	0
ENSMUSG00000021143	12	113014508	113074401	ENSMMUG00000022939	7	167678247	167765465	ortholog_one2one	91.704	90.788	100	89.00	0.0374	0.9724	1
ENSMUSG00000047843	5	144244437	144446757	ENSMMUG00000013275	3	123620003	123631218	ortholog_one2one	93.6	93.6	100	85.78	0.033	0.7234	1
ENSMUSG00000021609	13	73536747	73578672	ENSMMUG00000005198	6	1298769	1335115	ortholog_one2one	80.6139	93.4457	100	17.95	0.0322	0.9761	1
ENSMUSG00000025652	9	108914619	108915563	ENSMMUG00000043325	2	93828497	93832699	ortholog_one2one	55.0296	58.4906	100	100.00	0.3103	0.8259	1
ENSMUSG00000041565	17	68273797	68780086	ENSMMUG00000016302	18	3256794	3616049	ortholog_one2one	80.6763	80.4173	100	67.05	0.1111	0.5291	1
ENSMUSG00000073386	17	48125605	48146268												
ENSMUSG00000035877	2	160748708	160872998	ENSMMUG00000005904	10	22688402	22707621	ortholog_one2one	79.7056	78.225	100	100.00	0.12	0.5664	1
ENSMUSG00000066905	9	19845156	19849747												
ENSMUSG00000035069	4	103313812	103371868	ENSMMUG00000022762	1	58114786	58203947	ortholog_one2one	60.4607	69.2308	50	75.42	0.2022	0.711	1
ENSMUSG00000015312	10	80930073	80932204	ENSMMUG00000003468	19	2360175	2362711	ortholog_one2one	92.5	92.5	100	0.00	0.0354	1.368	1
ENSMUSG00000050783	16	64924729	65105854												
ENSMUSG00000027744	3	53488653	53508502	ENSMMUG00000002107	17	18307274	18320735	ortholog_one2one	88.1533	89.7163	100	0.00	0.0676	0.6543	1
ENSMUSG00000090223	16	96467606	96525793	ENSMMUG00000041181	3	6772310	6836805	ortholog_one2one	96.7742	96.7742	100	84.20	0.0134	0.8703	1
ENSMUSG00000075520	2	15526479	16255555	ENSMMUG00000048865	9	19315112	20007210	ortholog_one2one	71.7852	70.6537	100	45.98	0.1657	0.6536	1
ENSMUSG00000043463	X	136858147	136868755	ENSMMUG00000021198	X	97581043	97591008	ortholog_one2one	98.5075	98.5075	50	0.00	0.0069	0.333	0
ENSMUSG00000027412	2	160880670	160906002	ENSMMUG00000004251	10	22531222	22551247	ortholog_one2one	81.3679	80.9859	100	100.00	0.102	0.628	1
ENSMUSG00000078931	8	107044698	107048614												
ENSMUSG00000043939	17	48149126	48167275												
ENSMUSG00000031913	8	107031222	107045755	ENSMMUG00000016637	20	53669598	53759702	ortholog_one2one	97.9405	96.614	100	100.00	0.0114	0.7475	1
ENSMUSG00000117081	16	96361794	96525580												
ENSMUSG00000002870	6	88883474	88898780	ENSMMUG00000000158	2	48698788	48722919	ortholog_one2one	96.0177	96.0177	100	0.00	0.0189	0.9678	1
ENSMUSG00000046138	19	29714402	29805989	ENSMMUG00000018306	15	78426480	78517709	ortholog_one2one	70.2333	75.3536	100	100.00	0.1048	0.3476	1
ENSMUSG00000063077	4	149176319	149307693	ENSMMUG00000002171	1	9442593	9622954	ortholog_one2one	96.5859	96.215	100	99.06	0.0168	0.427	1
ENSMUSG00000009108	3	108092789	108101432	ENSMMUG00000005819	1	110617122	110633021	ortholog_one2one	95.4802	95.4802	100	100.00	0.0231	0.5394	1
ENSMUSG00000034940	11	83964428	84044578	ENSMMUG00000002976	16	43544703	43635395	ortholog_one2one	79.2619	67.1631	100	78.42	0.0961	0.5635	1
ENSMUSG00000095407	17	68826623	68843139	ENSMMUG00000039953	18	3676589	3690018	ortholog_one2one	76.2951	78.0096	100	100.00	0.1262	0.929	1
ENSMUSG00000004842	16	65520511	65535005	ENSMMUG00000016244	2	12026702	12045166	ortholog_one2one	95.5326	95.5326	100	100.00	0.0207	0.6298	1
ENSMUSG00000031375	X	73483602	73495933	ENSMMUG00000012743	X	146961523	146976395	ortholog_one2one	95.664	74.63	100	97.18	0.0182	0.8401	1
ENSMUSG00000030008	6	85446810	85451970	ENSMMUG00000012446	13	74322059	74326739	ortholog_one2many	68.0851	96.9697	100	100.00	0.0175	0.3644	1
ENSMUSG00000030008	6	85446810	85451970	ENSMMUG00000048371	2	105832248	105832728	ortholog_one2many	51.5957	91.5094	0		0.0441	0.5067	0
ENSMUSG00000042115	1	132298626	132307357	ENSMMUG00000018585	1	161222667	161242371	ortholog_one2one	95.4286	95.4286	100	100.00	0.0234	0.6053	1
ENSMUSG00000029823	6	38551334	38609470	ENSMMUG00000006770	3	165697180	165778521	ortholog_one2one	95.6633	81.8777	100	39.59	0.0259	0.4079	1
ENSMUSG00000092518	7	4753226	4771302	ENSMMUG00000038354	19	50575561	50582853	ortholog_one2one	42.3077	36.7089	100	100.00	0.4932	1.012	0
ENSMUSG00000027009	2	79255426	79333123	ENSMMUG00000000300	12	68513348	68590713	ortholog_one2one	84.2054	84.2054	100	99.28	0.0871	0.5991	1
ENSMUSG00000020056	10	88201093	88246158	ENSMMUG00000047688	8	97053325	97054191	ortholog_one2many	62.3711	75.625	0		0.1459	0.4899	0
ENSMUSG00000020056	10	88201093	88246158	ENSMMUG00000046478	11	101947997	101998251	ortholog_one2many	89.6907	89.6907	100	55.52	0.0574	0.4168	1
ENSMUSG00000042265	17	48232768	48246924	ENSMMUG00000003674	4	42237360	42257124	ortholog_one2one	40.8696	38.2114	100	0.00	0.601	0.7215	0
ENSMUSG00000059493	X	161833296	162159730	ENSMMUG00000012894	X	16739927	17105733	ortholog_one2one	87.1888	88.0441	100	100.00	0.0629	0.4148	1
ENSMUSG00000017491	14	16430839	16819156	ENSMMUG00000007367	2	182245268	182414392	ortholog_one2one	98.4375	98.4375	100	68.77	0.0073	0.4192	1
ENSMUSG00000011171	12	116077726	116146261	ENSMMUG00000009611	3	185458960	185611083	ortholog_one2one	84.2105	67.8967	50	97.95	0.0922	1.033	1
ENSMUSG00000029414	5	123749716	123821593	ENSMMUG00000007556	11	50545754	50648102	ortholog_one2one	81.1056	81.0688	100	84.61	0.1124	0.6655	1
ENSMUSG00000031916	8	107046289	107056689	ENSMMUG00000016636	20	53761590	53788962	ortholog_one2one	83.75	84.2767	100	100.00	0.0693	0.6242	1
ENSMUSG00000006288	14	50765415	50785519	ENSMMUG00000016250	7	81509665	81529339	ortholog_one2one	90.4545	90.4545	100	0.00	0.0539	0.57	1
ENSMUSG00000031667	8	91111784	91199976	ENSMMUG00000008657	20	37524161	37536389	ortholog_one2one	96.2329	95.9044	100	98.22	0.0184	0.4017	1
ENSMUSG00000053091	7	66689889	66717256	ENSMMUG00000016503	7	79335814	79365332	ortholog_one2one	58.377	58.9168	100	77.03	0.3064	0.6348	1
ENSMUSG00000048240	10	80948624	81014945	ENSMMUG00000048855	19	2403781	2409451	ortholog_one2one	92.7536	94.1176	75	100.00	0.0268	1.4542	1
ENSMUSG00000042529	11	61022564	61071131	ENSMMUG00000010903	16	20907752	20950619	ortholog_one2one	78.0718	95.3811	50	0.00	0.0176	1.1136	0
ENSMUSG00000049411	18	11964450	12121537	ENSMMUG00000032559	18	11784655	11924969	ortholog_one2one	81.1448	81.4189	100	0.00	0.1206	0.2919	1
ENSMUSG00000008734	7	118972047	118995211	ENSMMUG00000002709	20	19016156	19044679	ortholog_one2one	82.4818	78.1106	100	100.00	0.09	0.981	1
ENSMUSG00000041997	2	70712407	70825728	ENSMMUG00000011189	12	58027070	58193868	ortholog_one2one	94.3864	90.7152	100	60.66	0.0314	0.4682	1
ENSMUSG00000002240	5	87825686	87846387	ENSMMUG00000022269	5	64544669	64549329	ortholog_one2one	30.6818	36.1204	100	0.00	0.8329	1.0272	0
ENSMUSG00000042873	6	113168090	113195384												
