Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0023754	21	41418457	41465264	ENSPTRG00000018658	6	143185293	143268706	ortholog_one2one	71.6788	71.7836	100		0.1919	0.7997	1
MGP_PahariEiJ_G0016545	12	52548273	52549264	ENSPTRG00000030174	3	101035580	101036545	ortholog_one2many	81.4332	77.8816	50		0.109	0.4882	0
MGP_PahariEiJ_G0014958	10	38231000	38321292	ENSPTRG00000004391	11	120706222	120785906	ortholog_one2one	93.287	92.4312	100	78.56	0.0297	0.3564	1
MGP_PahariEiJ_G0017957	14	46759231	46888113	ENSPTRG00000044922	17	29611195	29779407	ortholog_one2one	83.1858	81.6504	75	9.29	0.0675	0.8098	1
MGP_PahariEiJ_G0016529	12	52062895	52066178												
MGP_PahariEiJ_G0027385	5	34614036	34671402	ENSPTRG00000012776	2B	88153974	88255480	ortholog_one2one	78.4	78.2435	100	100.00	0.1275	0.736	1
MGP_PahariEiJ_G0028696	6	69023009	69026040	ENSPTRG00000000648	1	43461172	43465074	ortholog_one2one	92.6829	72.7969	100	100.00	0.0505	0.5836	1
MGP_PahariEiJ_G0024033	22	47064609	47089135	ENSPTRG00000020872	9	34834270	34874818	ortholog_one2one	97.351	97.351	100		0.0127	0.374	1
MGP_PahariEiJ_G0031858	X	91445798	91456442	ENSPTRG00000022533	X	76928834	76938639	ortholog_one2one	99.5169	99.5169	100	33.25	0.0021	0.2866	1
MGP_PahariEiJ_G0024847	3	17549886	17551999	ENSPTRG00000042778	KV421085.1	22579	24195	ortholog_one2many	94.7761	94.4238	75		0.0272	0.4694	1
MGP_PahariEiJ_G0024847	3	17549886	17551999	ENSPTRG00000029053	9	107142796	107144412	ortholog_one2many	94.7761	94.4238	100		0.0272	0.4694	1
MGP_PahariEiJ_G0024452	23	27313283	27325612												
MGP_PahariEiJ_G0029418	7	27265331	27275823	ENSPTRG00000011614	2A	3622761	3647247	ortholog_one2many	77.8947	77.6224	100	8.47	0.1372	0.905	1
MGP_PahariEiJ_G0029418	7	27265331	27275823	ENSPTRG00000043403	17	39023854	39024685	ortholog_one2many	63.5088	68.8213	0		0.2036	0.874	0
MGP_PahariEiJ_G0019057	15	55492789	55502651	ENSPTRG00000017397	5	149558971	149570614	ortholog_one2one	93.9271	93.9271	100	100.00	0.0292	0.6957	1
MGP_PahariEiJ_G0020471	18	2754435	2756618	ENSPTRG00000052503	6	32152402	32154845	ortholog_one2many	90.6801	90.9091	100	100.00	0.0502	0.5364	1
MGP_PahariEiJ_G0020471	18	2754435	2756618	ENSPTRG00000045498	6	32186487	32188930	ortholog_one2many	90.4282	90.6566	50	50.00	0.0515	0.5282	0
MGP_PahariEiJ_G0018386	14	70027592	70030821												
MGP_PahariEiJ_G0018559	14	83273248	83293324	ENSPTRG00000009661	17	75432886	75437344	ortholog_one2one	88.4735	88.4735	100	0.13	0.0617	1.0739	1
MGP_PahariEiJ_G0015324	10	72758638	72785370	ENSPTRG00000018287	6	53715132	53757119	ortholog_one2one	89.2449	89.2449	100	100.00	0.04	0.4463	1
MGP_PahariEiJ_G0024156	23	3074898	3088592	ENSPTRG00000029472	22	11358228	11362363	ortholog_one2one	64.1026	62.5	75	100.00	0.2469	0.9671	1
MGP_PahariEiJ_G0015736	10	116709150	116719991	ENSPTRG00000014846	3	47249371	47273974	ortholog_one2one	67.688	64.6277	100		0.2192	0.6101	1
MGP_PahariEiJ_G0013341	1	73899364	73900382	ENSPTRG00000028736	11	4543302	4544261	ortholog_one2many	78.3699	78.3699	50		0.1182	0.6481	0
MGP_PahariEiJ_G0026082	3	146567061	146569059												
MGP_PahariEiJ_G0014168	1	120369342	120395901	ENSPTRG00000003764	11	62294243	62359947	ortholog_one2one	73.3129	77.5974	100		0.1365	0.6651	1
MGP_PahariEiJ_G0023110	20	29434831	29437103	ENSPTRG00000008258	16	58911225	58912847	ortholog_one2one	80.9259	80.9259	75	35.78	0.1244	0.7706	1
MGP_PahariEiJ_G0015465	10	97306551	97326912	ENSPTRG00000051490	3	135923087	135924139	ortholog_one2one	85.1429	85.1429	50	91.39	0.0868	0.6827	1
MGP_PahariEiJ_G0017340	14	3619599	3643521	ENSPTRG00000017512	5	170129751	170148729	ortholog_one2one	73.1788	73.0579	75	95.58	0.1766	0.8137	1
MGP_PahariEiJ_G0016991	13	40699168	40782791	ENSPTRG00000015945	4	21033536	21061587	ortholog_one2one	88.8	89.5161	100	100.00	0.0545	0.5898	1
MGP_PahariEiJ_G0019635	16	58318789	58323034	ENSPTRG00000017591	5	178277578	178281580	ortholog_one2one	94.0426	93.6441	75	94.11	0.0347	0.6409	1
MGP_PahariEiJ_G0023890	22	11156016	11171018	ENSPTRG00000038846	8	54153401	54179370	ortholog_one2one	93.9474	93.9474	100	100.00	0.03	0.8453	1
MGP_PahariEiJ_G0013968	1	115158490	115209743	ENSPTRG00000003981	11	68008283	68040696	ortholog_one2one	87.5283	87.2316	100	100.00	0.0597	0.6003	1
MGP_PahariEiJ_G0031102	9	47442454	47443389												
MGP_PahariEiJ_G0013594	1	89430877	89457566	ENSPTRG00000007849	16	20322391	20355661	ortholog_one2one	79.6148	84.6416	75	98.45	0.0775	0.4293	1
MGP_PahariEiJ_G0021915	2	47917706	47928397	ENSPTRG00000019652	7	132148751	132155431	ortholog_one2one	84.1365	84.1365	100	28.95	0.0843	0.6092	1
MGP_PahariEiJ_G0014684	10	13769986	13774235	ENSPTRG00000010433	19	9356676	9357260	ortholog_one2one	58.2888	56.1856	75		0.3199	0.8263	1
MGP_PahariEiJ_G0014894	10	33896235	33897366												
MGP_PahariEiJ_G0031703	X	62389192	62397472												
MGP_PahariEiJ_G0021366	19	40474643	40530484	ENSPTRG00000020206	8	42135209	42227371	ortholog_one2one	90.5488	91.1043	75		0.0462	1.0523	1
MGP_PahariEiJ_G0014724	10	16378607	16383611	ENSPTRG00000034377	19	10835654	10840771	ortholog_one2one	52.0755	50.9225	100		0.3326	1.3122	1
MGP_PahariEiJ_G0019953	17	41732324	41735225	ENSPTRG00000020708	8	147320049	147325238	ortholog_one2one	87.7016	87.7016	100	100.00	0.0666	1.1818	1
MGP_PahariEiJ_G0021288	19	31037650	31063654	ENSPTRG00000006045	13	98324477	98385768	ortholog_one2many	42.9448	33.0189	75		0.4715	0.841	0
MGP_PahariEiJ_G0031178	9	49354630	49362330	ENSPTRG00000044060	12	32823417	32825555	ortholog_one2one	89.1854	89.1854	100	100.00	0.0515	0.6596	1
MGP_PahariEiJ_G0025290	3	72868427	72869371												
MGP_PahariEiJ_G0025766	3	114263052	114276994	ENSPTRG00000013204	20	3616750	3631650	ortholog_one2many	89.8305	91.3793	100	100.00	0.0436	0.4807	1
MGP_PahariEiJ_G0025766	3	114263052	114276994	ENSPTRG00000043785	16	29718806	29719774	ortholog_one2many	58.1921	71.0345	0		0.1749	0.7186	0
MGP_PahariEiJ_G0029034	6	89921198	90004744	ENSPTRG00000000272	1	18673787	18803383	ortholog_one2one	81.2995	80.9148	100	11.45	0.1102	0.7932	1
MGP_PahariEiJ_G0017370	14	14305863	14360556	ENSPTRG00000052146	5	158076576	158153411	ortholog_one2one	93.4477	93.1571	50	46.37	0.0323	0.3854	0
MGP_PahariEiJ_G0029880	7	104921452	105004117	ENSPTRG00000024401	14	87636221	87775277	ortholog_one2one	81.9141	82.4947	100	86.90	0.1022	0.6181	1
MGP_PahariEiJ_G0031896	X	97280008	97338102												
MGP_PahariEiJ_G0031841	X	88869198	88873078												
MGP_PahariEiJ_G0028760	6	74209251	74210349												
MGP_PahariEiJ_G0017864	14	42636235	42648229	ENSPTRG00000008547	17	2367787	2381739	ortholog_one2one	85.9278	85.8209	100		0.079	0.4934	1
MGP_PahariEiJ_G0018640	14	87508431	87519343	ENSPTRG00000009763	17	81289792	81302083	ortholog_one2one	73.4926	73.3258	100		0.1601	0.8085	1
MGP_PahariEiJ_G0023499	21	19375655	19387129	ENSPTRG00000007644	16	2436473	2448418	ortholog_one2one	73.3564	70.1987	100	52.13	0.1601	1.0203	1
MGP_PahariEiJ_G0024463	23	27634523	27651755	ENSPTRG00000044127	KV420980.1	370965	381667	ortholog_one2many	95.6332	20.9369	100		0.0208	0.5737	0
MGP_PahariEiJ_G0024463	23	27634523	27651755	ENSPTRG00000019503	7	103719842	103732819	ortholog_one2many	90.8297	20	100		0.0372	0.6241	0
MGP_PahariEiJ_G0024366	23	19985643	20032426	ENSPTRG00000019283	7	75202565	75242512	ortholog_one2one	66.2665	69.8734	75	100.00	0.2107	0.6713	1
MGP_PahariEiJ_G0019590	16	55631688	55725653	ENSPTRG00000021099	9	68872766	69021276	ortholog_one2one	94.2675	87.3156	100	100.00	0.0338	0.6535	1
MGP_PahariEiJ_G0019533	16	45604673	46059055	ENSPTRG00000046942	6	12821834	13402285	ortholog_one2one	84.2835	84.2835	100	57.98	0.1018	0.5769	1
MGP_PahariEiJ_G0024176	23	4233175	4250916	ENSPTRG00000050604	12	112469696	112498613	ortholog_one2many	97.7707	97.4603	100	100.00	0.0084	0.6627	1
MGP_PahariEiJ_G0024176	23	4233175	4250916	ENSPTRG00000041406	KV421142.1	86222	87168	ortholog_one2many	90.7643	93.4426	0		0.0266	0.6569	0
MGP_PahariEiJ_G0019918	17	41048932	41082764												
MGP_PahariEiJ_G0032098	X	142200466	142250739	ENSPTRG00000021688	X	15455315	15495337	ortholog_one2one	82.3602	82.3602	100	48.31	0.1021	0.4034	1
MGP_PahariEiJ_G0016652	12	81808000	81818761	ENSPTRG00000013851	21	18743839	18759522	ortholog_one2one	65.3543	48.2558	100	99.99	0.205	0.7142	0
MGP_PahariEiJ_G0019568	16	52209526	52254955	ENSPTRG00000021116	9	70432876	70489322	ortholog_one2one	85.3114	84.9123	75	82.03	0.0242	0.8602	1
MGP_PahariEiJ_G0025447	3	86914654	87004146	ENSPTRG00000003501	11	35236961	35330616	ortholog_one2one	66.2806	69.407	100	37.50	0.1934	0.4397	1
MGP_PahariEiJ_G0017385	14	15100912	15135915	ENSPTRG00000017459	5	157315707	157345551	ortholog_many2many	32.9513	28.607	25	22.51	0.7711	2.2525	0
MGP_PahariEiJ_G0017385	14	15100912	15135915	ENSPTRG00000049554	19	25194653	25195856	ortholog_many2many	28.9398	28.6119	25		0.7878	2.3552	0
MGP_PahariEiJ_G0027511	5	53297042	53307798	ENSPTRG00000012929	2B	109738366	109747820	ortholog_one2one	83.8446	83.8446	100	100.00	0.0907	0.4555	1
MGP_PahariEiJ_G0016976	13	36454014	36492360	ENSPTRG00000015927	4	15916316	15972868	ortholog_one2one	93.7681	93.6324	100	100.00	0.0294	0.3629	1
MGP_PahariEiJ_G0024535	23	32661000	32709044	ENSPTRG00000018878	7	4050793	4103884	ortholog_one2one	89.8785	83.4586	75		0.0413	1.1213	1
MGP_PahariEiJ_G0024165	23	3677160	3689624	ENSPTRG00000005407	12	111610883	111618624	ortholog_one2one	46.9333	41.1215	100		0.4632	0.792	0
MGP_PahariEiJ_G0030609	8	105248130	105274516	ENSPTRG00000048877	13	80259249	80285481	ortholog_one2one	86.3946	86.5909	100	92.69	0.0721	0.7863	1
MGP_PahariEiJ_G0018494	14	80454566	80874785	ENSPTRG00000009593	17	72101386	72561740	ortholog_one2one	81.0811	87.7193	100	100.00	0.0572	0.504	1
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000045158	KV423189.1	2431	3120	ortholog_one2many	13.8776	68	0		0.2863	0.7151	0
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000042453	6	32214581	32217292	ortholog_one2many	68.1633	68.866	75		0.2045	1.0324	1
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000045997	6	32238156	32244300	ortholog_one2many	71.0204	70.303	75		0.1838	0.9199	1
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000044494	6	27144437	27182434	ortholog_one2many	32.0408	74.0566	25		0.1631	1.1683	0
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000044836	KV423637.1	3135	3822	ortholog_one2many	15.3061	69.4444	0		0.2323	0.5949	0
MGP_PahariEiJ_G0020468	18	2638574	2641799	ENSPTRG00000043304	AACZ04004590.1	449	1370	ortholog_one2many	19.7959	68.3099	0		0.2226	1.7177	0
MGP_PahariEiJ_G0031470	X	2741740	2847323	ENSPTRG00000021790	X	37641615	37748132	ortholog_one2one	95.7143	95.7143	50	71.51	0.0221	0.5307	0
MGP_PahariEiJ_G0012771	1	3596285	3607316	ENSPTRG00000010851	19	37547700	37558623	ortholog_one2one	71.7602	58.6098	100	70.72	0.1908	0.7055	1
MGP_PahariEiJ_G0029105	6	95271400	95273841												
MGP_PahariEiJ_G0032122	X	147051057	147062244	ENSPTRG00000021659	X	11146430	11153727	ortholog_one2one	75.3425	80.4878	50	34.04	0.0839	0.1501	0
MGP_PahariEiJ_G0013853	1	110004939	110005898												
MGP_PahariEiJ_G0027043	4	111341633	111346365	ENSPTRG00000016399	4	122166902	122169973	ortholog_one2one	77.2727	77.2727	75		0.1373	0.6028	1
MGP_PahariEiJ_G0025748	3	113547579	113567947	ENSPTRG00000013186	20	2699525	2725923	ortholog_one2one	95.8284	94.4771	100	97.65	0.0205	0.4793	1
MGP_PahariEiJ_G0013847	1	109828344	109829395												
MGP_PahariEiJ_G0025611	3	103925373	103977807	ENSPTRG00000006974	15	22971503	23058953	ortholog_one2one	76.0697	76.4737	100	31.32	0.1313	0.4983	1
MGP_PahariEiJ_G0017136	13	76434324	76461393	ENSPTRG00000016116	4	61021362	61090955	ortholog_one2many	85.2814	85.2814	100		0.0823	0.6238	1
MGP_PahariEiJ_G0016137	12	4630416	4650631	ENSPTRG00000007745	16	9014342	9039133	ortholog_one2one	79.6438	77.4753	100	100.00	0.1204	0.5331	1
MGP_PahariEiJ_G0027669	5	69889811	69890892												
MGP_PahariEiJ_G0020117	17	49274689	49356941	ENSPTRG00000014480	22	30769022	30939211	ortholog_one2one	84.3836	77.5819	100	21.87	0.0942	1.0945	1
MGP_PahariEiJ_G0031099	9	47422126	47423093												
MGP_PahariEiJ_G0030989	9	44828380	44850121	ENSPTRG00000051842	19	1437763	1461041	ortholog_one2one	81.4428	81.4428	100	100.00	0.0939	1.7732	1
MGP_PahariEiJ_G0022902	20	8640649	8644563	ENSPTRG00000010568	19	14623365	14626628	ortholog_one2one	68.1564	63.5417	100	94.12	0.1907	0.7106	1
MGP_PahariEiJ_G0022475	2	129125303	129153491	ENSPTRG00000034246	3	10045898	10087049	ortholog_one2one	62.931	63.7555	100	97.45	0.2016	0.6818	1
MGP_PahariEiJ_G0025393	3	76353266	76363890	ENSPTRG00000003559	11	47489319	47498431	ortholog_one2one	89.5981	89.5981	100	100.00	0.0607	0.3897	1
MGP_PahariEiJ_G0026767	4	85227783	85236668	ENSPTRG00000001284	1	129260895	129270688	ortholog_one2one	86.0729	85.9337	100	100.00	0.0748	0.4454	1
MGP_PahariEiJ_G0020604	18	8299125	8322112												
MGP_PahariEiJ_G0022259	2	95989981	95992588												
MGP_PahariEiJ_G0019720	16	69178482	69240700	ENSPTRG00000020442	8	97940465	98013330	ortholog_one2one	96.8288	96.8288	50	74.26	0.0146	0.492	0
MGP_PahariEiJ_G0026964	4	97716699	97729099	ENSPTRG00000001057	1	110122672	110134856	ortholog_one2one	96.7233	90.6712	75	100.00	0.0155	0.5951	1
MGP_PahariEiJ_G0014406	1	148564039	148586527	ENSPTRG00000024274	10	93652015	93714685	ortholog_one2one	100	100	100		0	0	1
MGP_PahariEiJ_G0020321	17	66276609	66285262	ENSPTRG00000004982	12	37261830	37271073	ortholog_one2one	91.4122	91.587	100		0.0395	0.74	1
MGP_PahariEiJ_G0028644	6	66818025	66835750	ENSPTRG00000000702	1	46418574	46437865	ortholog_one2one	84.2213	80.2734	100		0.0889	0.5482	1
MGP_PahariEiJ_G0023413	21	11041761	11054074	ENSPTRG00000008502	16	81563568	81568268	ortholog_one2many	58.6572	51.7134	0		0.1596	0.7028	0
MGP_PahariEiJ_G0023413	21	11041761	11054074	ENSPTRG00000028674	5	90838411	90856620	ortholog_one2many	75.6184	29.5172	0		0.1747	0.5698	0
MGP_PahariEiJ_G0021104	19	12334046	12338262	ENSPTRG00000028962	19	48597676	48600762	ortholog_one2one	23.0422	53.125	100	84.74	0.3552	1.5329	0
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000047028	5	60791982	60793217	ortholog_one2many	78.8835	83.5476	0		0.0765	0.7849	0
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000021473	9	108667714	108724188	ortholog_one2many	96.8447	96.8447	100	100.00	0.0151	0.7263	1
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000047429	6	25364215	25365594	ortholog_one2many	81.068	81.8627	0		0.0648	0.844	0
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000046328	12	57761230	57762562	ortholog_one2many	74.0291	77.6081	0		0.0949	0.8145	0
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000045119	11	107437100	107438344	ortholog_one2many	78.6408	81.6121	0		0.1048	0.8728	0
MGP_PahariEiJ_G0024869	3	18751501	18801307	ENSPTRG00000049671	9	33665952	33666786	ortholog_one2many	51.699	86.9388	0	50.00	0.0612	0.7427	0
MGP_PahariEiJ_G0031510	X	13090969	13146622	ENSPTRG00000021846	X	47772144	47785543	ortholog_one2one	94.5364	94.2244	75		0.0252	0.4489	1
MGP_PahariEiJ_G0019384	16	27510382	27511186												
MGP_PahariEiJ_G0012977	1	18603138	18607550	ENSPTRG00000011230	19	50482700	50487921	ortholog_one2one	93.2515	93.2515	75	74.93	0.0335	1.1422	1
MGP_PahariEiJ_G0017083	13	64505037	64509242	ENSPTRG00000016058	4	77852042	77856563	ortholog_one2one	93.5223	93.1452	100	54.96	0.0291	0.863	1
MGP_PahariEiJ_G0017637	14	32405396	32490433	ENSPTRG00000045588	17	42995129	43104410	ortholog_one2one	68.1934	71.6578	100	12.93	0.1436	1.431	1
MGP_PahariEiJ_G0020026	17	44843770	44861537	ENSPTRG00000023985	22	25300043	25320948	ortholog_one2one	81.1217	82.7057	100	96.96	0.0899	0.7257	1
MGP_PahariEiJ_G0028574	6	57582260	57641556	ENSPTRG00000000771	1	54295505	54379828	ortholog_one2one	78.268	78.9127	100	50.00	0.1234	0.9503	1
MGP_PahariEiJ_G0018384	14	69911426	69928080	ENSPTRG00000009277	17	13200068	13222458	ortholog_one2one	76.0891	76.1628	100	93.25	0.1464	0.6334	1
MGP_PahariEiJ_G0014666	10	10334087	10352682	ENSPTRG00000004182	11	94378387	94380522	ortholog_one2one	65.1639	63.6	100		0.2143	0.7607	1
MGP_PahariEiJ_G0019585	16	54494930	54511396												
MGP_PahariEiJ_G0027027	4	108283493	108351389	ENSPTRG00000000987	1	97286995	97378449	ortholog_one2one	93.609	91.7127	100	43.75	0.0455	0.3542	1
MGP_PahariEiJ_G0023255	20	45535525	45539507												
MGP_PahariEiJ_G0018132	14	62689875	62697863	ENSPTRG00000009384	17	48953693	48963086	ortholog_one2one	46.0317	51.3274	100	100.00	0.3233	0.6702	0
MGP_PahariEiJ_G0023710	21	30380523	30387204	ENSPTRG00000018721	6	157125753	157140526	ortholog_one2one	65.3207	61.5213	100	100.00	0.2385	0.7531	1
MGP_PahariEiJ_G0024342	23	15125418	15134586	ENSPTRG00000005612	12	127769094	127798575	ortholog_one2one	70.7317	67.1296	100	69.93	0.1364	1.4523	1
MGP_PahariEiJ_G0020212	17	61617711	61655771	ENSPTRG00000004858	12	43168896	43230301	ortholog_one2one	87.7514	87.7514	100	66.95	0.0698	0.7667	1
MGP_PahariEiJ_G0031665	X	57930270	57930949												
MGP_PahariEiJ_G0023370	21	4668882	4766799	ENSPTRG00000018779	6	165489223	165627640	ortholog_one2one	75.7647	85.1852	100	12.62	0.0813	0.9368	1
MGP_PahariEiJ_G0021988	2	57482564	57610690	ENSPTRG00000019747	7	143447812	143591634	ortholog_one2one	72.2394	71.7949	100	11.44	0.1765	0.5896	1
MGP_PahariEiJ_G0021453	19	53551127	53608211	ENSPTRG00000041473	8	11943645	12023144	ortholog_one2one	73.8255	72.6872	75	43.92	0.1563	0.6694	1
MGP_PahariEiJ_G0025185	3	70191665	70206510	ENSPTRG00000003657	11	57222994	57240086	ortholog_one2one	93.662	95	100		0.0198	0.8124	1
MGP_PahariEiJ_G0028580	6	58050659	58058973	ENSPTRG00000050620	1	53745256	53756836	ortholog_one2one	67.4312	71.7073	100	73.13	0.1896	0.8664	1
MGP_PahariEiJ_G0018610	14	85529570	85538441	ENSPTRG00000009722	17	78585544	78594340	ortholog_one2one	68.1373	23.7607	100		0.2042	0.8234	0
MGP_PahariEiJ_G0021353	19	39946016	39951807	ENSPTRG00000049924	11	71664543	71669711	ortholog_many2many	29.5612	27.5862	0		0.7712	1.3867	0
MGP_PahariEiJ_G0021353	19	39946016	39951807	ENSPTRG00000045819	KV421076.1	105277	109256	ortholog_many2many	28.6374	26.7241	0		0.8001	1.3489	0
MGP_PahariEiJ_G0021353	19	39946016	39951807	ENSPTRG00000019957	12	8602507	8607651	ortholog_many2many	28.4065	26.5086	0		0.8021	1.3309	0
MGP_PahariEiJ_G0027647	5	68273931	68312773	ENSPTRG00000013075	2B	128615757	128679790	ortholog_one2one	63.2302	61.3333	100	100.00	0.2437	0.8284	1
MGP_PahariEiJ_G0022180	2	75747490	75748968												
MGP_PahariEiJ_G0015612	10	104254218	104260736	ENSPTRG00000030254	3	47713915	47719531	ortholog_one2one	51.9187	59.7403	100	100.00	0.2488	0.7691	1
MGP_PahariEiJ_G0015597	10	103768091	103791083	ENSPTRG00000014869	3	48390502	48423416	ortholog_one2one	88.7957	90.3659	100		0.0489	0.5652	1
MGP_PahariEiJ_G0022350	2	104464365	104544849	ENSPTRG00000012007	2A	70138851	70231117	ortholog_one2one	87.037	87.3065	100	64.25	0.0711	0.6328	1
MGP_PahariEiJ_G0012736	1	3113347	3122082	ENSPTRG00000046504	19	38196595	38197473	ortholog_one2one	97.2603	97.2603	50		0.0138	0.7039	0
MGP_PahariEiJ_G0028858	6	80642040	80649899	ENSPTRG00000000476	1	31530398	31539640	ortholog_one2one	99.3846	99.3846	100		0.0028	0.4647	1
MGP_PahariEiJ_G0027446	5	43635004	43647169	ENSPTRG00000012852	2B	98316525	98357856	ortholog_one2one	90.367	83.4746	50	94.93	0.0506	0.3438	1
MGP_PahariEiJ_G0024686	3	10571853	10632413	ENSPTRG00000012504	2B	28206930	28278332	ortholog_one2one	94.6429	94.6429	50	88.37	0.0183	0.2993	1
MGP_PahariEiJ_G0018909	15	32572556	32579247	ENSPTRG00000050672	5	141248315	141251060	ortholog_one2many	65.3534	70.7654	75		0.1374	0.6412	1
MGP_PahariEiJ_G0018909	15	32572556	32579247	ENSPTRG00000044223	5	141257756	141258707	ortholog_one2many	3.93975	50.7463	100		0.5153	0.3905	0
MGP_PahariEiJ_G0025510	3	95268958	95270206												
MGP_PahariEiJ_G0014490	1	155895121	155924235												
MGP_PahariEiJ_G0015538	10	101468408	101476116	ENSPTRG00000042519	3	50878533	50887480	ortholog_one2one	71.5924	71.3198	100	100.00	0.1841	0.5165	1
MGP_PahariEiJ_G0014811	10	27574552	27697095	ENSPTRG00000004466	11	129017827	129146189	ortholog_one2one	92.9545	84.3299	100	12.03	0.0439	0.4443	1
MGP_PahariEiJ_G0014753	10	17269677	17278531	ENSPTRG00000040791	19	11965755	11974196	ortholog_one2one	51.5738	71.7172	100		0.1529	1.0957	1
MGP_PahariEiJ_G0028047	5	138417443	138501271	ENSPTRG00000023523	1	145670429	145758179	ortholog_one2one	56.1576	69.9387	100	44.17	0.1832	0.9748	1
MGP_PahariEiJ_G0031493	X	9353119	9456938	ENSPTRG00000021817	X	43965274	44080906	ortholog_one2one	88.2692	88.2692	50	100.00	0.0606	0.4376	1
MGP_PahariEiJ_G0012884	1	17169519	17171851	ENSPTRG00000028916	19	52725388	52728347	ortholog_one2one	86.4111	87.6325	100	100.00	0.0771	0.5539	1
MGP_PahariEiJ_G0019947	17	41648251	41652467	ENSPTRG00000048262	KV421069.1	80490	84162	ortholog_one2many	64.9017	68.0952	100		0.2191	1.0987	1
MGP_PahariEiJ_G0019947	17	41648251	41652467	ENSPTRG00000020700	8	147217703	147222390	ortholog_one2many	70.1967	71.4946	100		0.1918	0.926	1
MGP_PahariEiJ_G0015670	10	112379527	112476404	ENSPTRG00000014762	3	39310127	39412328	ortholog_one2one	94.0506	94.0972	100	100.00	0.0275	0.7463	1
MGP_PahariEiJ_G0027581	5	62993067	62996295												
MGP_PahariEiJ_G0029746	7	82332453	82365107	ENSPTRG00000006578	14	61918143	61959773	ortholog_one2one	79.4479	81.1912	100	100.00	0.1214	0.5211	1
MGP_PahariEiJ_G0024746	3	12790283	12792200	ENSPTRG00000040757	9	115159918	115161916	ortholog_one2one	75	50.3106	75		0.1546	0.5164	1
MGP_PahariEiJ_G0013674	1	96265950	96269810	ENSPTRG00000007985	16	29066590	29072987	ortholog_one2one	82.5688	81.2641	100	91.86	0.1065	0.59	1
MGP_PahariEiJ_G0025696	3	110418154	110422950	ENSPTRG00000012229	2A	95356579	95380140	ortholog_one2one	91.4454	89.8551	100	100.00	0.0462	0.5337	1
MGP_PahariEiJ_G0017156	13	77500877	77537585												
MGP_PahariEiJ_G0020365	17	67511097	67561091	ENSPTRG00000052329	12	35741304	35746522	ortholog_one2one	99.5496	99.5496	0	100.00	0.0021	0.0613	1
MGP_PahariEiJ_G0021431	19	50572197	50602403	ENSPTRG00000020143	8	30571173	30608202	ortholog_one2one	79.2023	86.3354	100	100.00	0.0857	0.4112	1
MGP_PahariEiJ_G0023392	21	9037814	9059471	ENSPTRG00000047252	6	171954678	171970502	ortholog_one2many	26.893	61.6766	75		0.1963	0.6398	0
MGP_PahariEiJ_G0028728	6	70547495	70551428	ENSPTRG00000030660	1	41905471	41909370	ortholog_one2one	88.1029	88.1029	75		0.0646	0.5002	1
MGP_PahariEiJ_G0018724	15	5867368	5871133	ENSPTRG00000029345	18	17496532	17497050	ortholog_one2one	92.4419	92.4419	50		0.0388	1.094	0
MGP_PahariEiJ_G0023114	20	29598476	29631938	ENSPTRG00000008263	16	59171063	59207162	ortholog_one2one	89.5146	89.5146	100	100.00	0.0598	0.3021	1
MGP_PahariEiJ_G0028589	6	58697557	58705363	ENSPTRG00000000753	1	52935304	52947233	ortholog_one2one	100	100	100		0	0	1
MGP_PahariEiJ_G0017972	14	47967940	48032861	ENSPTRG00000008986	17	25005407	25088844	ortholog_one2one	96.8981	87.234	100	1.11	0.0164	0.2777	1
MGP_PahariEiJ_G0029536	7	55734778	55745916												
MGP_PahariEiJ_G0020713	18	15961635	15968781	ENSPTRG00000018148	6	41608039	41615111	ortholog_one2one	65.3251	67.8457	100		0.2146	0.5665	1
MGP_PahariEiJ_G0024871	3	18917736	18933852	ENSPTRG00000021475	9	108887481	108906242	ortholog_one2many	97.2603	96.9945	100	98.10	0.0089	1.1577	1
MGP_PahariEiJ_G0024871	3	18917736	18933852	ENSPTRG00000043324	KV421086.1	70113	88873	ortholog_one2many	97.2603	96.9945	75	100.00	0.0089	1.1577	1
